0,c655c3e58ac1-Hudep2_ATAC,820f2a06d086-Hudep2_D3_merged_CTCF.all,52c524063ad4-Hudep2_BCL11A,49dee89111ad-Hudep2_D0_GATA1.all,f53857d6a34e-HUDEP2_LRF_CHIP,3585bd3a8e16-Hudep2_D3_merged_GATA1.all,db7b6ad5ffef-Hudep2_D3_merged_KLF1.all,ac9bf7966583-Hudep2_D3_merged_LDB1.all,eafaa21ce305-Hudep2_D3_merged_TAL1.all
chr11:4353277-4353278,95.3033,5.729509999999999,1.44672,6.90574,9.422130000000001,6.13115,4.89754,10.668,5.39754
chr11:4353278-4353279,96.0738,5.72131,1.4344299999999999,6.95902,9.37295,6.14754,4.85656,10.6803,5.43852
chr11:4353280-4353281,97.6148,5.7049199999999995,1.40984,7.06557,9.27459,6.1803300000000005,4.77459,10.7049,5.520490000000001
chr11:4353287-4353288,99.2787,5.67623,1.35246,7.2663899999999995,9.13115,6.2950800000000005,4.63115,10.6762,5.69262
chr11:4353301-4353302,102.60700000000001,5.61885,1.2377,7.66803,8.84426,6.52459,4.34426,10.6189,6.0368900000000005
chr11:4353319-4353320,106.885,5.5450800000000005,1.09016,8.18443,8.47541,6.8196699999999995,3.9754099999999997,10.5451,6.479509999999999
chr11:4353343-4353344,103.697,5.59836,1.0,9.090160000000001,8.348360000000001,6.9016399999999996,3.4549199999999995,10.1066,6.75
chr11:4403276-4403277,301.656,7.0163899999999995,2.80328,4.229509999999999,8.827869999999999,17.8566,11.7787,13.623,9.04918
chr11:4403325-4403326,396.95099999999996,7.91803,3.4877,4.5041,7.69672,20.0451,13.0451,16.8607,12.4877
chr11:4403327-4403328,400.94300000000004,7.950819999999999,3.52869,4.520490000000001,7.67213,20.127,13.1352,17.0246,12.709000000000001
chr11:4403334-4403335,407.996,8.0,3.62295,4.56148,7.68443,20.25,13.3689,17.3689,13.2377
chr11:4403346-4403347,411.19300000000004,8.0,3.72131,4.61066,7.83197,20.25,13.6639,17.6639,13.8279
chr11:4403348-4403349,411.725,8.0,3.7377,4.61885,7.856560000000001,20.25,13.7131,17.7131,13.9262
chr11:4403350-4403351,412.25800000000004,8.0,3.7541,4.62705,7.88115,20.25,13.7623,17.7623,14.0246
chr11:4403356-4403357,413.85699999999997,8.0,3.8032800000000004,4.65164,7.9549199999999995,20.25,13.9098,17.9098,14.3197
chr11:4514612-4514613,281.254,56.5164,6.2459,10.1762,18.9549,7.836069999999999,8.17623,5.92623,4.10246
chr11:4560994-4560995,76.0574,50.2828,1.79508,4.36475,9.85246,4.30738,9.35246,7.2049199999999995,4.60246
chr11:4560996-4560997,77.082,50.7254,1.77869,4.413930000000001,9.860660000000001,4.33197,9.360660000000001,7.221310000000001,4.61066
chr11:4561023-4561024,91.0943,56.9631,1.4918,5.12705,9.9877,4.64754,9.43852,7.45902,4.65574
chr11:4629078-4629079,236.80700000000002,11.918,0.44262299999999993,3.9877,39.1926,6.2418,22.3484,10.7213,5.79098
chr11:4629151-4629152,413.037,12.1557,2.28689,6.40574,38.3074,7.9549199999999995,24.9549,10.3689,8.79918
chr11:4647582-4647583,123.87700000000001,76.5082,4.913930000000001,5.39344,10.75,2.44672,7.7663899999999995,7.25,5.80328
chr11:4647604-4647605,134.246,79.4836,3.92213,5.2131099999999995,10.75,2.35656,8.217210000000001,7.25,5.89344
chr11:4647611-4647612,137.545,80.4303,3.60656,5.15574,10.75,2.32787,8.360660000000001,7.25,5.92213
chr11:4647612-4647613,138.016,80.5656,3.5614800000000004,5.14754,10.75,2.32377,8.38115,7.25,5.92623
chr11:4658295-4658296,186.303,62.626999999999995,2.10656,5.85656,13.1434,2.25,6.82377,7.7541,4.8196699999999995
chr11:4658347-4658348,203.201,65.0082,2.25,5.770490000000001,12.3115,2.25,5.67623,6.06148,5.020490000000001
chr11:5012413-5012414,179.951,47.4877,2.0,7.04098,12.1516,11.8033,5.8196699999999995,8.651639999999999,5.5
chr11:5012415-5012416,183.22099999999998,47.9303,2.0,7.06557,12.1926,11.8852,5.81148,8.69262,5.5
chr11:5012425-5012426,207.123,51.2746,2.0,7.2377,12.4959,12.6148,5.8196699999999995,8.97131,5.5
chr11:5012472-5012473,274.078,61.4016,1.9877,7.70902,13.332,15.2992,6.20902,9.651639999999999,5.450819999999999
chr11:5012481-5012482,283.074,63.3893,1.95082,7.8483600000000004,13.3525,15.6516,6.34836,9.75,5.30328
chr11:5012483-5012484,282.836,63.4959,1.94262,7.86475,13.3279,15.6352,6.36475,9.75,5.270490000000001
chr11:5108644-5108645,152.41,7.7950800000000005,2.1475400000000002,18.6844,20.873,7.217210000000001,8.89754,7.5,4.4549199999999995
chr11:5108646-5108647,153.94299999999998,7.778689999999999,2.1393400000000002,18.7992,20.7828,7.274589999999999,8.889339999999999,7.5,4.47131
chr11:5108656-5108657,161.607,7.69672,2.09836,19.373,20.332,7.56148,8.848360000000001,7.5,4.55328
chr11:5150730-5150731,111.029,7.700819999999999,7.090160000000001,6.63525,13.6803,27.1107,7.9549199999999995,8.52459,6.270490000000001
chr11:5150817-5150818,149.578,10.7336,6.51639,7.44672,13.9098,27.9631,7.55328,7.106560000000001,8.090160000000001
chr11:5150818-5150819,149.668,10.7541,6.4959,7.450819999999999,13.8975,27.9467,7.549180000000001,7.0983600000000004,8.10246
chr11:5173045-5173046,879.803,15.1721,23.8033,138.238,38.7459,281.803,70.541,182.287,190.885
chr11:5173047-5173048,891.057,15.2623,24.0574,139.41,38.8033,283.057,70.9672,183.77,191.49200000000002
chr11:5173053-5173054,924.82,15.5328,24.8197,142.92600000000002,38.9754,286.82,72.2459,188.22099999999998,193.31099999999998
chr11:5173055-5173056,936.074,15.623,25.0738,144.09799999999998,39.0328,288.074,72.6721,189.705,193.918
chr11:5173086-5173087,1145.93,17.2377,31.5943,165.50799999999998,39.4016,307.652,80.3689,213.475,205.959
chr11:5173087-5173088,1150.0,17.2664,31.791,165.90599999999998,39.3811,307.881,80.5082,213.783,206.22099999999998
chr11:5173088-5173089,1154.07,17.2951,31.9877,166.303,39.3607,308.111,80.6475,214.09,206.484
chr11:5173106-5173107,1227.33,17.8115,35.5287,173.459,38.9918,312.242,83.1557,219.623,211.205
chr11:5173110-5173111,1243.61,17.9262,36.3156,175.049,38.9098,313.16,83.7131,220.852,212.25400000000002
chr11:5173163-5173164,1373.15,18.6803,48.1844,187.68900000000002,36.5164,313.422,89.9262,219.426,222.18900000000002
chr11:5173165-5173166,1375.34,18.6885,48.5451,187.90200000000002,36.4262,313.225,90.08200000000001,219.082,222.40200000000002
chr11:5173174-5173175,1369.57,18.7459,50.2705,187.898,35.5697,310.434,90.4549,214.377,222.643
chr11:5173209-5173210,1266.83,18.9139,52.0697,181.795,32.1434,296.504,88.62700000000001,191.25400000000002,218.262
chr11:5173231-5173232,1127.38,19.0492,50.9262,171.40599999999998,29.2172,281.32,84.9385,169.049,211.02
chr11:5181611-5181612,57.4754,2.84426,0.0,14.0164,8.18852,19.8115,8.139339999999999,11.7336,11.5615
chr11:5186340-5186341,2.66393,2.34426,0.327869,8.14754,11.4918,11.5779,2.08607,3.81967,6.17213
chr11:5186363-5186364,2.56967,2.72131,0.139344,7.4877,11.209000000000001,11.3893,2.18033,3.34836,6.36066
chr11:5186382-5186383,2.5,3.21311,0.0,6.893439999999999,10.7336,10.9836,2.25,2.84016,6.44672
chr11:5186435-5186436,2.5,4.19672,0.0,6.56557,9.290980000000001,9.47541,2.18443,2.31557,5.92213
chr11:5186437-5186438,2.5,4.22131,0.0,6.57377,9.23361,9.409839999999999,2.17623,2.32377,5.88115
chr11:5186438-5186439,2.5,4.23361,0.0,6.57787,9.20492,9.37705,2.17213,2.32787,5.86066
chr11:5226205-5226206,316.39799999999997,101.836,47.9918,8.94262,24.6475,4.61475,19.75,10.4549,8.077869999999999
chr11:5226215-5226216,341.439,102.902,49.7951,9.06557,24.6885,4.36885,19.75,10.373,8.44672
chr11:5226216-5226217,343.94300000000004,103.008,49.9754,9.077869999999999,24.6926,4.34426,19.75,10.3648,8.48361
chr11:5226294-5226295,452.48,91.2131,51.2418,8.94262,22.0205,4.55738,19.0779,8.340160000000001,8.04508
chr11:5226296-5226297,451.57800000000003,90.5902,50.8811,8.91803,21.9221,4.58197,19.0041,8.30738,8.02869
chr11:5226298-5226299,450.676,89.9672,50.5205,8.89344,21.8238,4.60656,18.9303,8.27459,8.0123
chr11:5226305-5226306,447.52,87.7869,49.2582,8.80738,21.4795,4.69262,18.6721,8.159839999999999,7.9549199999999995
chr11:5245907-5245908,646.135,11.2213,12.8074,21.1926,53.5287,63.4467,38.5,27.6311,27.7746
chr11:5245945-5245946,693.988,10.5369,13.75,19.1844,53.8934,58.7664,38.3934,25.0082,28.7869
chr11:5245962-5245963,703.951,10.3975,13.75,18.4877,53.8238,56.8156,38.3238,24.0328,28.6475
chr11:5245970-5245971,708.57,10.3238,13.75,18.168,53.791000000000004,55.6803,38.2459,23.5082,28.5615
chr11:5246236-5246237,714.8480000000001,8.901639999999999,20.041,16.8197,44.3402,22.918000000000003,27.541,19.377,24.1107
chr11:5246237-5246238,714.1189999999999,8.88115,20.0287,16.8238,44.2131,22.9426,27.5287,19.4139,24.1025
chr11:5246242-5246243,710.471,8.77869,19.9672,16.8443,43.5779,23.0656,27.4672,19.5984,24.0615
chr11:5246244-5246245,709.012,8.7377,19.9426,16.8525,43.3238,23.1148,27.4426,19.6721,24.0451
chr11:5246246-5246247,707.553,8.69672,19.918,16.8607,43.0697,23.1639,27.418000000000003,19.7459,24.0287
chr11:5246279-5246280,667.742,7.97951,19.2254,16.791,37.3197,23.7705,26.8484,21.127,23.3893
chr11:5246280-5246281,665.439,7.9549199999999995,19.1844,16.7746,37.0369,23.7746,26.8197,21.1803,23.3443
chr11:5246293-5246294,644.98,7.9016399999999996,18.8115,16.5082,35.0123,23.5082,26.6066,21.3934,22.8648
chr11:5246294-5246295,643.406,7.897539999999999,18.7828,16.4877,34.8566,23.4877,26.5902,21.4098,22.8279
chr11:5246314-5246315,611.93,7.81557,18.209,16.0779,31.7418,23.0779,26.2623,21.7377,22.0902
chr11:5246896-5246897,691.0369999999999,15.4713,40.6434,46.4057,41.168,41.876999999999995,36.3074,21.75,21.3279
chr11:5246901-5246902,701.877,15.5123,41.6885,46.8975,41.1066,42.4098,36.2254,21.75,21.5738
chr11:5246905-5246906,710.549,15.5451,42.5246,47.291000000000004,41.0574,42.8361,36.1598,21.75,21.7705
chr11:5246906-5246907,712.717,15.5533,42.7336,47.3893,41.0451,42.9426,36.1434,21.75,21.8197
chr11:5246908-5246909,717.053,15.5697,43.1516,47.5861,41.0205,43.1557,36.1107,21.75,21.918000000000003
chr11:5246959-5246960,762.783,15.9139,47.4221,49.9139,40.2582,45.5,35.9139,22.0779,24.8033
chr11:5246963-5246964,762.586,15.9303,47.3893,49.9303,40.209,45.5,35.9303,22.1107,24.9836
chr11:5246966-5246967,762.439,15.9426,47.3648,49.9426,40.1721,45.5,35.9426,22.1352,25.1189
chr11:5246970-5246971,759.951,15.9631,47.1844,49.8566,40.0902,45.4754,35.959,22.209,25.3238
chr11:5248367-5248368,2402.97,17.8566,32.3156,23.6967,41.2049,53.1926,100.75399999999999,24.1967,33.0328
chr11:5248398-5248399,2221.84,16.4426,30.8934,22.3238,36.291,50.5984,98.0533,24.1311,30.123
chr11:5248436-5248437,1898.52,14.5123,29.1762,19.6352,31.9139,47.8033,89.58200000000001,23.9303,25.7582
chr11:5248437-5248438,1889.81,14.4836,29.0984,19.5697,31.8648,47.7623,89.3074,23.9262,25.6557
chr11:5248456-5248457,1724.42,13.9385,27.6189,18.3238,30.9303,46.9836,84.0902,23.8484,23.709
chr11:5249150-5249151,117.344,7.0082,5.11885,11.6352,16.2746,30.6598,21.1434,12.2459,5.9959
chr11:5249152-5249153,117.721,7.04098,5.09426,11.6762,16.373,30.7992,21.2172,12.2295,5.979509999999999
chr11:5249162-5249163,119.60700000000001,7.2049199999999995,4.97131,11.8811,16.8648,31.4959,21.5861,12.1475,5.89754
chr11:5255877-5255878,454.152,22.5943,13.0615,37.6967,14.6516,172.0,15.1762,24.2828,26.1393
chr11:5255968-5255969,290.03700000000003,17.9877,10.1926,42.4549,14.0,169.32,17.0533,23.5492,21.2869
chr11:5263459-5263460,72.1762,7.4918,6.5696699999999995,8.31967,13.1885,15.2336,5.9918,14.3033,8.98361
chr11:5263461-5263462,72.3975,7.5163899999999995,6.61066,8.360660000000001,13.123,15.2828,6.01639,14.3934,9.032789999999999
chr11:5263466-5263467,72.9508,7.57787,6.71311,8.46311,12.959000000000001,15.4057,6.07787,14.6189,9.15574
chr11:5263467-5263468,73.0615,7.590160000000001,6.7336100000000005,8.48361,12.9262,15.4303,6.09016,14.6639,9.18033
chr11:5263505-5263506,76.7131,7.897539999999999,7.590160000000001,9.19262,13.2377,16.4877,6.9877,15.5451,9.79508
chr11:5263506-5263507,76.7746,7.9016399999999996,7.606560000000001,9.20492,13.2582,16.5082,7.0082,15.5533,9.80328
chr11:5263513-5263514,77.2049,7.9303300000000005,7.721310000000001,9.290980000000001,13.4016,16.6516,7.1516399999999996,15.6107,9.860660000000001
chr11:5263515-5263516,77.3279,7.93852,7.7541,9.31557,13.4426,16.6926,7.19262,15.627,9.87705
chr11:5263541-5263542,79.6025,7.8196699999999995,8.18033,9.68033,13.5697,17.2705,7.77049,15.2992,10.1803
chr11:5263542-5263543,79.6639,7.81148,8.18852,9.68852,13.5615,17.2828,7.782789999999999,15.2787,10.1885
chr11:5263598-5263599,78.5533,7.38115,8.38115,9.64344,12.8934,17.75,8.84426,13.3115,10.6189
chr11:5263610-5263611,77.127,7.33197,8.33197,9.4959,12.7459,17.75,9.090160000000001,12.8197,10.668
chr11:5263621-5263622,75.2377,7.27049,8.229510000000001,9.327869999999999,12.6189,17.6598,9.30738,12.2787,10.6557
chr11:5263624-5263625,74.0082,7.2336100000000005,8.13115,9.2418,12.5943,17.5246,9.35656,12.0205,10.582
chr11:5264340-5264341,75.2541,3.17213,5.09426,4.25,11.2582,2.0,8.34426,7.913930000000001,5.5
chr11:5264375-5264376,90.2172,3.60656,5.7418,4.25,11.8361,2.07377,8.967210000000001,7.69672,5.40164
chr11:5264384-5264385,94.5574,3.86885,5.93443,4.25,12.1189,2.18443,9.12295,7.56557,5.2541
chr11:5264411-5264412,101.861,4.53279,6.26639,4.25,12.7828,2.5163900000000003,9.34426,7.2336100000000005,4.81148
chr11:5264421-5264422,104.426,4.8196699999999995,6.35656,4.2582,13.0451,2.68033,9.41803,7.09426,4.64754
chr11:5264761-5264762,89.4098,5.76639,4.48361,5.23361,16.3607,4.23361,10.8279,4.67213,2.09426
chr11:5264805-5264806,108.381,6.7377,3.65984,4.40984,17.4877,4.0,9.86475,5.34016,2.9877
chr11:5265117-5265118,50.2418,5.4631099999999995,2.64344,6.05328,10.7131,3.19672,3.0,7.909839999999999,3.35656
chr11:5265129-5265130,43.6107,5.22541,2.53689,5.92213,10.3115,3.40984,3.04098,7.7623,3.38115
chr11:5265161-5265162,36.0328,5.07787,1.8893400000000002,5.65574,9.639339999999999,3.9385199999999996,3.17213,7.75,3.7663900000000003
chr11:5265168-5265169,34.4549,5.049180000000001,1.7459,5.59836,9.4959,4.05328,3.20082,7.75,3.8524599999999998
chr11:5265169-5265170,34.2295,5.0450800000000005,1.7254099999999999,5.59016,9.47541,4.0696699999999995,3.20492,7.75,3.86475
chr11:5265172-5265173,33.0738,5.0082,1.66393,5.55328,9.401639999999999,4.15574,3.3032800000000004,7.799180000000001,3.9262300000000003
chr11:5265967-5265968,473.69699999999995,5.75,19.9918,26.3074,18.6598,54.1025,26.2172,20.9713,19.5779
chr11:5265968-5265969,477.70099999999996,5.75,20.127,26.3607,18.6475,54.2869,26.2582,21.0697,19.668
chr11:5265970-5265971,488.75,5.7582,20.4836,26.4959,18.582,54.7992,26.3648,21.331999999999997,19.9057
chr11:5265973-5265974,509.885,5.78279,21.1475,26.7418,18.4221,55.7828,26.5615,21.8238,20.3484
chr11:5265975-5265976,523.975,5.799180000000001,21.5902,26.9057,18.3156,56.4385,26.6926,22.1516,20.6434
chr11:5266009-5266010,647.389,6.07787,25.1926,28.1475,16.8607,62.2377,27.7336,24.873,23.0451
chr11:5266055-5266056,777.3480000000001,7.282789999999999,25.8197,29.6352,16.4426,67.168,27.6598,26.5451,26.0205
chr11:5266065-5266066,795.709,7.5696699999999995,25.4918,29.8811,16.5656,67.7008,27.4959,26.627,26.5123
chr11:5266067-5266068,799.3810000000001,7.62705,25.4262,29.9303,16.5902,67.8074,27.4631,26.6434,26.6107
chr11:5266509-5266510,20.2008,3.7582,4.25,13.5,13.0082,8.5082,10.75,8.85246,5.17213
chr11:5266510-5266511,20.2746,3.7459,4.25,13.5,12.9959,8.4959,10.75,8.82377,5.163930000000001
chr11:5266511-5266512,20.3484,3.7336099999999997,4.25,13.5,12.9836,8.48361,10.75,8.79508,5.15574
chr11:5266557-5266558,22.8402,3.5,3.7827900000000003,13.6557,12.9057,8.09426,11.373,7.0041,4.37705
chr11:5296477-5296478,9.72541,10.4713,2.4836099999999997,7.5163899999999995,10.1352,3.7541,14.2131,10.9836,6.163930000000001
chr11:5296526-5296527,12.1557,12.6393,2.7623,8.110660000000001,12.5492,4.27459,16.041,13.2254,8.12705
chr11:5296537-5296538,12.4713,13.2377,2.82377,8.36885,13.0902,4.39754,16.4426,13.959000000000001,8.66393
chr11:5297162-5297163,1000.81,20.4221,56.7008,76.8279,49.1598,198.893,84.9221,48.0656,69.9836
chr11:5297168-5297169,1041.04,20.8648,58.7172,77.8852,49.3566,200.762,85.3648,48.876999999999995,70.1557
chr11:5297170-5297171,1058.53,21.0697,59.5451,78.2828,49.373000000000005,201.295,85.4672,49.1967,70.1967
chr11:5297171-5297172,1069.32,21.2008,60.0369,78.5041,49.3566,201.516,85.4959,49.3811,70.209
chr11:5297172-5297173,1080.11,21.331999999999997,60.5287,78.7254,49.3402,201.738,85.5246,49.5656,70.2213
chr11:5297273-5297274,1299.75,26.2582,66.9385,76.5205,40.626999999999995,181.623,76.7049,51.376999999999995,61.2705
chr11:5297274-5297275,1293.39,26.2541,66.5328,76.1926,40.376999999999995,180.762,76.3893,51.2049,60.9549
chr11:5302001-5302002,1612.42,25.081999999999997,145.16,79.3238,69.1066,131.406,568.156,210.635,149.447
chr11:5302474-5302475,45.7992,8.48361,3.09426,9.7623,16.6803,4.90984,27.123,15.8361,7.5163899999999995
chr11:5302483-5302484,43.6844,8.040980000000001,3.0573799999999998,9.577869999999999,16.3484,4.57787,25.0082,15.2336,6.96311
chr11:5302494-5302495,42.0615,7.6803300000000005,3.1024599999999998,9.44262,16.0328,4.44262,23.8361,14.8279,6.7377
chr11:5302519-5302520,38.373000000000005,6.86066,3.20492,9.13525,15.3156,4.13525,21.1721,13.9057,6.22541
chr11:5302520-5302521,38.0697,6.81148,3.20492,9.139339999999999,15.2623,4.11885,21.0287,13.8361,6.21721
chr11:5302521-5302522,37.7664,6.7623,3.20492,9.14344,15.209000000000001,4.10246,20.8852,13.7664,6.20902
chr11:5302522-5302523,37.4631,6.71311,3.20492,9.14754,15.1557,4.086069999999999,20.7418,13.6967,6.200819999999999
chr11:5302555-5302556,31.1434,5.90984,3.1024599999999998,9.590160000000001,14.1148,3.8524599999999998,18.6721,12.3197,6.44262
chr11:5302558-5302559,30.6762,5.86066,3.09016,9.639339999999999,14.040999999999999,3.84016,18.5615,12.2213,6.479509999999999
chr11:5302560-5302561,30.3648,5.82787,3.08197,9.672130000000001,13.9918,3.8319699999999997,18.4877,12.1557,6.5041
chr11:5302561-5302562,30.209,5.81148,3.07787,9.68852,13.9672,3.82787,18.4508,12.123,6.51639
chr11:5302569-5302570,28.9631,5.6803300000000005,3.04508,9.81967,13.7705,3.7950800000000005,18.1557,11.8607,6.61475
chr11:5305317-5305318,17.5574,8.48361,1.0,8.967210000000001,15.7336,6.44672,17.127,12.5,10.2336
chr11:5305368-5305369,21.0615,9.35246,0.79918,11.5082,17.4057,6.299180000000001,18.1025,12.2992,10.0984
chr11:5305404-5305405,23.9016,9.5,0.606557,13.0041,19.6148,6.6803300000000005,18.8238,12.3934,9.71311
chr11:5305405-5305406,23.9631,9.5,0.602459,13.0328,19.668,6.69262,18.8402,12.3975,9.70492
chr11:5305406-5305407,24.0246,9.5,0.5983609999999999,13.0615,19.7213,6.7049199999999995,18.8566,12.4016,9.69672
chr11:5305407-5305408,24.0861,9.5,0.594262,13.0902,19.7746,6.717210000000001,18.873,12.4057,9.68852
chr11:5305408-5305409,24.1475,9.5,0.590164,13.1189,19.8279,6.72951,18.8893,12.4098,9.68033
chr11:5305409-5305410,24.209,9.5,0.586066,13.1475,19.8811,6.7418,18.9057,12.4139,9.672130000000001
chr11:5305410-5305411,24.2705,9.5,0.581967,13.1762,19.9344,6.7541,18.9221,12.418,9.66393
chr11:5306054-5306055,2621.26,23.7459,210.787,189.65599999999998,90.8197,418.156,375.934,203.59400000000002,318.045
chr11:5306056-5306057,2609.87,23.6885,209.803,189.33599999999998,90.7951,417.836,376.01599999999996,203.41400000000002,317.676
chr11:5306066-5306067,2552.95,23.4016,204.885,187.738,90.6721,416.23800000000006,376.426,202.512,315.832
chr11:5308987-5308988,67.4385,5.663930000000001,2.36885,10.2377,21.3689,9.340160000000001,18.5328,11.9549,10.3566
chr11:5308996-5308997,67.0328,5.9959,2.55328,10.6066,21.5533,9.63525,19.0492,11.8074,10.9098
chr11:5308997-5308998,66.9877,6.03279,2.57377,10.6475,21.5738,9.66803,19.1066,11.790999999999999,10.9713
chr11:5309024-5309025,65.3197,7.2336100000000005,3.1475400000000002,12.040999999999999,22.1475,10.8811,20.9631,11.4098,12.8566
chr11:5309026-5309027,65.0492,7.38934,3.19672,12.2377,22.1967,11.0779,21.2008,11.4016,13.0697
chr11:5309027-5309028,64.9139,7.467210000000001,3.22131,12.3361,22.2213,11.1762,21.3197,11.3975,13.1762
chr11:5309033-5309034,64.2377,7.82377,3.30738,12.8033,22.3074,11.668,21.8607,11.4221,13.6311
chr11:5309041-5309042,63.5164,8.151639999999999,3.34016,13.2623,22.3402,12.1926,22.3525,11.5205,13.9918
chr11:5309043-5309044,63.3361,8.23361,3.34836,13.377,22.3484,12.3238,22.4754,11.5451,14.082
chr11:5309048-5309049,62.8852,8.43852,3.36885,13.6639,22.3689,12.6516,22.7828,11.6066,14.3074
chr11:5309049-5309050,62.7951,8.479510000000001,3.37295,13.7213,22.373,12.7172,22.8443,11.6189,14.3525
chr11:5309051-5309052,62.6148,8.56148,3.38115,13.8361,22.3811,12.8484,22.9672,11.6434,14.4426
