0,92024215f23a-Hudep2_ATAC,affbc2d9abf4-Hudep2_D3_merged_CTCF.all,8f7d4ddd76c2-Hudep2_BCL11A,90efe2f7aab8-Hudep2_D0_GATA1.all,1b0ca6cb4e4f-HUDEP2_LRF_CHIP,760d624261bf-Hudep2_D3_merged_GATA1.all,5554c4452489-Hudep2_D3_merged_KLF1.all,de0bc4a36857-Hudep2_D3_merged_LDB1.all,d58686c01b68-Hudep2_D3_merged_TAL1.all
chr11:4218255-4218256,40.9695,4.59146,1.88415,6.798780000000001,13.311,9.86585,8.408539999999999,8.908539999999999,7.2743899999999995
chr11:4218313-4218314,39.7622,5.53659,2.66463,5.0061,15.7439,8.463410000000001,8.91463,8.37805,5.96341
chr11:4218320-4218321,39.25,5.75,2.75,4.75,16.0,8.25,9.0,8.25,5.75
chr11:4353277-4353278,95.0,5.75,1.5,6.75,9.5,6.0,5.0,10.75,5.25
chr11:4353278-4353279,95.0,5.75,1.5,6.75,9.5,6.0,5.0,10.75,5.25
chr11:4353280-4353281,95.3537,5.7439,1.4878,6.792680000000001,9.469510000000001,6.02439,4.96951,10.7439,5.28659
chr11:4353287-4353288,97.8293,5.701219999999999,1.40244,7.0914600000000005,9.2561,6.195119999999999,4.7561,10.7012,5.542680000000001
chr11:4353301-4353302,102.78,5.61585,1.23171,7.689019999999999,8.82927,6.53659,4.329269999999999,10.6159,6.054880000000001
chr11:4353319-4353320,109.146,5.5061,1.0122,8.45732,8.280489999999999,6.9756100000000005,3.7804900000000004,10.5061,6.7134100000000005
chr11:4353343-4353344,104.463,5.585369999999999,1.0,9.0122,8.33537,6.914630000000001,3.4939,10.1585,6.75
chr11:4403276-4403277,298.5,7.0,2.75,4.25,9.0,17.75,11.75,13.5,8.75
chr11:4403325-4403326,404.0,8.0,3.5,4.5,7.5,20.25,13.0,17.0,12.5
chr11:4403327-4403328,404.0,8.0,3.5,4.5,7.5,20.25,13.0,17.0,12.5
chr11:4403334-4403335,405.98199999999997,8.0,3.5609800000000003,4.53049,7.5914600000000005,20.25,13.1829,17.1829,12.8659
chr11:4403346-4403347,410.73800000000006,8.0,3.7073199999999997,4.60366,7.810980000000001,20.25,13.622,17.622,13.7439
chr11:4403348-4403349,411.53,8.0,3.7317099999999996,4.61585,7.8475600000000005,20.25,13.6951,17.6951,13.8902
chr11:4403350-4403351,412.32300000000004,8.0,3.7561,4.62805,7.88415,20.25,13.7683,17.7683,14.0366
chr11:4403356-4403357,414.70099999999996,8.0,3.8292699999999997,4.664630000000001,7.9939,20.25,13.9878,17.9878,14.4756
chr11:4514612-4514613,291.5,57.8659,6.670730000000001,10.2012,19.0549,8.06098,8.20122,5.951219999999999,4.15244
chr11:4560994-4560995,74.6829,49.68899999999999,1.81707,4.298780000000001,9.841460000000001,4.27439,9.341460000000001,7.182930000000001,4.59146
chr11:4560996-4560997,76.2073,50.3476,1.7926799999999998,4.37195,9.853660000000001,4.310980000000001,9.353660000000001,7.207319999999999,4.60366
chr11:4561023-4561024,94.5,58.25,1.5,5.25,10.0,4.75,9.5,7.5,4.75
chr11:4629078-4629079,220.75,12.0,0.25,3.75,39.25,6.25,22.25,10.75,5.5
chr11:4629151-4629152,414.335,12.1707,2.30488,6.420730000000001,38.2744,7.9939,24.9939,10.3659,8.82317
chr11:4647582-4647583,119.854,75.3537,5.298780000000001,5.46341,10.75,2.4817099999999996,7.5914600000000005,7.25,5.76829
chr11:4647604-4647605,135.28,79.7805,3.8231699999999997,5.195119999999999,10.75,2.3475599999999996,8.2622,7.25,5.90244
chr11:4647611-4647612,140.189,81.189,3.3536599999999996,5.10976,10.75,2.30488,8.475610000000001,7.25,5.945119999999999
chr11:4647612-4647613,140.89,81.3902,3.2865900000000003,5.09756,10.75,2.29878,8.5061,7.25,5.951219999999999
chr11:4658295-4658296,184.92700000000002,62.3841,2.0975599999999996,5.84756,13.1524,2.25,6.8597600000000005,7.817069999999999,4.792680000000001
chr11:4658347-4658348,203.421,65.0732,2.25,5.78049,12.3415,2.25,5.701219999999999,6.09146,5.03049
chr11:5012413-5012414,190.72,48.9451,2.0,7.12195,12.2866,12.0732,5.792680000000001,8.786589999999999,5.5
chr11:5012415-5012416,195.585,49.6037,2.0,7.1585399999999995,12.3476,12.1951,5.78049,8.847560000000001,5.5
chr11:5012425-5012426,207.75,51.25,2.0,7.25,12.5,12.5,5.75,9.0,5.5
chr11:5012472-5012473,284.5,62.75,2.0,7.75,13.5,15.75,6.25,9.75,5.5
chr11:5012481-5012482,284.14599999999996,62.9085,1.9878,7.7743899999999995,13.4634,15.7256,6.27439,9.75,5.451219999999999
chr11:5012483-5012484,283.793,63.0671,1.9756099999999999,7.798780000000001,13.4268,15.7012,6.298780000000001,9.75,5.40244
chr11:5108644-5108645,150.35399999999998,7.817069999999999,2.1585400000000003,18.5305,20.9939,7.1402399999999995,8.908539999999999,7.5,4.432930000000001
chr11:5108646-5108647,152.634,7.792680000000001,2.1463400000000004,18.7012,20.8598,7.2256100000000005,8.896339999999999,7.5,4.457319999999999
chr11:5108656-5108657,164.037,7.670730000000001,2.08537,19.5549,20.189,7.6524399999999995,8.83537,7.5,4.579269999999999
chr11:5150730-5150731,104.51799999999999,7.310980000000001,7.0122,6.51829,13.5244,26.7988,7.9939,8.719510000000001,6.03659
chr11:5150817-5150818,150.34799999999998,10.9085,6.34146,7.4817100000000005,13.8049,27.8232,7.5182899999999995,7.0365899999999995,8.19512
chr11:5150818-5150819,150.482,10.939,6.310980000000001,7.4878,13.7866,27.7988,7.5122,7.0243899999999995,8.213410000000001
chr11:5173045-5173046,867.451,15.0732,23.5244,136.951,38.6829,280.427,70.0732,180.65900000000002,190.22
chr11:5173047-5173048,884.195,15.2073,23.9024,138.695,38.7683,282.293,70.7073,182.86599999999999,191.122
chr11:5173053-5173054,934.427,15.6098,25.0366,143.92700000000002,39.0244,287.89,72.6098,189.488,193.829
chr11:5173055-5173056,951.171,15.7439,25.4146,145.671,39.1098,289.756,73.2439,191.695,194.732
chr11:5173086-5173087,1119.13,17.0488,30.2988,162.89,39.5366,306.14,79.4512,211.451,204.232
chr11:5173087-5173088,1125.19,17.0915,30.5915,163.482,39.5061,306.482,79.6585,211.90900000000002,204.622
chr11:5173088-5173089,1131.24,17.1341,30.8841,164.07299999999998,39.4756,306.823,79.8659,212.36599999999999,205.012
chr11:5173106-5173107,1240.23,17.9024,36.1524,174.72,38.9268,312.97,83.5976,220.59799999999998,212.037
chr11:5173110-5173111,1264.45,18.0732,37.3232,177.085,38.8049,314.335,84.4268,222.42700000000002,213.59799999999998
chr11:5173163-5173164,1380.35,18.7073,49.372,188.39,36.2195,312.774,90.439,218.293,222.89
chr11:5173165-5173166,1383.61,18.7195,49.9085,188.707,36.0854,312.482,90.6707,217.78,223.207
chr11:5173174-5173175,1391.75,18.75,51.25,189.5,35.75,311.75,91.25,216.5,224.0
chr11:5173209-5173210,1252.36,18.9329,52.1646,180.90200000000002,31.7256,294.738,88.3232,188.329,217.59799999999998
chr11:5173231-5173232,1182.93,19.0122,52.1098,176.17700000000002,29.9939,286.72,86.6768,175.78,214.201
chr11:5181611-5181612,58.0732,2.8902400000000004,0.0,14.0854,8.280489999999999,19.7195,8.024389999999999,11.6646,11.4695
chr11:5186340-5186341,2.68293,2.2682900000000004,0.365854,8.280489999999999,11.5488,11.6159,2.06707,3.9146300000000003,6.13415
chr11:5186363-5186364,2.54268,2.82927,0.0853659,7.298780000000001,11.128,11.3354,2.20732,3.2134099999999997,6.414630000000001
chr11:5186382-5186383,2.5,3.07317,0.0,6.9634100000000005,10.9085,11.1585,2.25,2.94512,6.48171
chr11:5186435-5186436,2.5,4.10976,0.0,6.53659,9.4939,9.70732,2.2134099999999997,2.2865900000000003,6.067069999999999
chr11:5186437-5186438,2.5,4.14634,0.0,6.548780000000001,9.408539999999999,9.609760000000001,2.20122,2.29878,6.0061
chr11:5186438-5186439,2.5,4.164630000000001,0.0,6.554880000000001,9.36585,9.56098,2.19512,2.30488,5.97561
chr11:5226205-5226206,323.116,102.12200000000001,48.4756,8.975610000000001,24.6585,4.548780000000001,19.75,10.4329,8.17683
chr11:5226215-5226216,360.37199999999996,103.70700000000001,51.1585,9.158539999999999,24.7195,4.182930000000001,19.75,10.311,8.725610000000001
chr11:5226216-5226217,364.098,103.866,51.4268,9.17683,24.7256,4.14634,19.75,10.2988,8.780489999999999
chr11:5226294-5226295,453.689,92.0488,51.7256,8.975610000000001,22.1524,4.52439,19.1768,8.38415,8.06707
chr11:5226296-5226297,452.348,91.12200000000001,51.18899999999999,8.93902,22.0061,4.560980000000001,19.0671,8.33537,8.04268
chr11:5226298-5226299,451.006,90.1951,50.6524,8.902439999999999,21.8598,4.59756,18.9573,8.286589999999999,8.018289999999999
chr11:5226305-5226306,446.311,86.9512,48.7744,8.774389999999999,21.3476,4.72561,18.5732,8.11585,7.932930000000001
chr11:5245907-5245908,651.323,11.1463,12.9573,21.0427,53.6037,63.1768,38.5,27.4512,27.9695
chr11:5245945-5245946,692.701,10.5549,13.75,19.2744,53.9024,59.0183,38.4024,25.1341,28.8049
chr11:5245962-5245963,707.5239999999999,10.3476,13.75,18.2378,53.7988,56.1159,38.2988,23.6829,28.5976
chr11:5245970-5245971,714.5,10.25,13.75,17.75,53.75,54.75,38.25,23.0,28.5
chr11:5246236-5246237,719.6519999999999,9.036589999999999,20.122,16.7927,45.1768,22.7561,27.622,19.1341,24.1646
chr11:5246237-5246238,718.567,9.0061,20.1037,16.7988,44.9878,22.7927,27.6037,19.189,24.1524
chr11:5246242-5246243,713.14,8.853660000000001,20.0122,16.8293,44.0427,22.9756,27.5122,19.4634,24.0915
chr11:5246244-5246245,710.97,8.79268,19.9756,16.8415,43.6646,23.0488,27.4756,19.5732,24.0671
chr11:5246246-5246247,708.799,8.731710000000001,19.939,16.8537,43.2866,23.122,27.439,19.6829,24.0427
chr11:5246279-5246280,682.75,8.0,19.5,17.0,38.75,24.0,27.0,21.0,23.75
chr11:5246280-5246281,680.409,7.9939,19.4573,16.9695,38.5183,23.9695,26.9756,21.0244,23.6951
chr11:5246293-5246294,649.97,7.914630000000001,18.9024,16.5732,35.5061,23.5732,26.6585,21.3415,22.9817
chr11:5246294-5246295,647.628,7.9085399999999995,18.8598,16.5427,35.2744,23.5427,26.6341,21.3659,22.9268
chr11:5246314-5246315,600.799,7.7865899999999995,18.0061,15.9329,30.6402,22.9329,26.1463,21.8537,21.8293
chr11:5246896-5246897,687.335,15.4573,40.2866,46.2378,41.18899999999999,41.6951,36.3354,21.75,21.2439
chr11:5246901-5246902,703.4630000000001,15.5183,41.8415,46.9695,41.0976,42.4878,36.2134,21.75,21.6098
chr11:5246905-5246906,716.3660000000001,15.5671,43.0854,47.5549,41.0244,43.122,36.1159,21.75,21.9024
chr11:5246906-5246907,719.591,15.5793,43.3963,47.7012,41.0061,43.2805,36.0915,21.75,21.9756
chr11:5246908-5246909,726.043,15.6037,44.0183,47.9939,40.9695,43.5976,36.0427,21.75,22.122
chr11:5246959-5246960,762.555,15.9329,47.3841,49.9329,40.2012,45.5,35.9329,22.1159,25.0122
chr11:5246963-5246964,762.262,15.9573,47.3354,49.9573,40.128,45.5,35.9573,22.1646,25.2805
chr11:5246966-5246967,762.043,15.9756,47.2988,49.9756,40.0732,45.5,35.9756,22.2012,25.4817
chr11:5246970-5246971,761.75,16.0,47.25,50.0,40.0,45.5,36.0,22.25,25.75
chr11:5248367-5248368,2388.38,17.7866,31.6159,23.7317,40.0854,52.7378,101.244,24.2317,32.6829
chr11:5248398-5248399,2225.85,16.4756,30.9024,22.3598,36.372,50.6463,98.1402,24.1341,30.1829
chr11:5248436-5248437,1955.84,14.7012,29.689,20.0671,32.2378,48.0732,91.3902,23.9573,26.4329
chr11:5248437-5248438,1942.89,14.6585,29.5732,19.9695,32.1646,48.0122,90.9817,23.9512,26.2805
chr11:5248456-5248457,1696.82,13.8476,27.372,18.1159,30.7744,46.8537,83.2195,23.8354,23.3841
chr11:5249150-5249151,117.39,7.0122,5.11585,11.6402,16.2866,30.6768,21.1524,12.2439,5.9939
chr11:5249152-5249153,117.95100000000001,7.060980000000001,5.079269999999999,11.7012,16.4329,30.8841,21.2622,12.2195,5.96951
chr11:5249162-5249163,120.756,7.304880000000001,4.89634,12.0061,17.1646,31.9207,21.811,12.0976,5.84756
chr11:5255877-5255878,465.75,22.75,13.25,37.5,14.75,172.5,15.0,24.25,26.5
chr11:5255968-5255969,273.652,17.4329,9.859760000000001,42.6768,14.0,167.951,17.2012,23.5122,20.6951
chr11:5263459-5263460,72.689,7.548780000000001,6.664630000000001,8.41463,13.0366,15.3476,6.048780000000001,14.5122,9.097560000000001
chr11:5263461-5263462,73.0183,7.585369999999999,6.7256100000000005,8.475610000000001,12.939,15.4207,6.085369999999999,14.6463,9.17073
chr11:5263466-5263467,73.8415,7.676830000000001,6.87805,8.62805,12.6951,15.6037,6.176830000000001,14.9817,9.353660000000001
chr11:5263467-5263468,74.0061,7.695119999999999,6.9085399999999995,8.658539999999999,12.6463,15.6402,6.195119999999999,15.0488,9.390239999999999
chr11:5263505-5263506,76.878,7.9085399999999995,7.63415,9.225610000000001,13.2927,16.5427,7.042680000000001,15.5671,9.81707
chr11:5263506-5263507,76.9695,7.914630000000001,7.6585399999999995,9.2439,13.3232,16.5732,7.073169999999999,15.5793,9.82927
chr11:5263513-5263514,77.6098,7.957319999999999,7.829269999999999,9.37195,13.5366,16.7866,7.2865899999999995,15.6646,9.91463
chr11:5263515-5263516,77.7927,7.9695100000000005,7.87805,9.408539999999999,13.5976,16.8476,7.3475600000000005,15.689,9.93902
chr11:5263541-5263542,79.3476,7.8536600000000005,8.146339999999999,9.646339999999999,13.6037,17.2195,7.7195100000000005,15.3841,10.1463
chr11:5263542-5263543,79.439,7.8414600000000005,8.158539999999999,9.658539999999999,13.5915,17.2378,7.7378,15.3537,10.1585
chr11:5263598-5263599,78.6402,7.38415,8.38415,9.652439999999999,12.9024,17.75,8.82927,13.3415,10.6159
chr11:5263610-5263611,76.5183,7.310980000000001,8.31098,9.43293,12.6829,17.75,9.19512,12.6098,10.689
chr11:5263621-5263622,74.75,7.25,8.25,9.25,12.5,17.75,9.5,12.0,10.75
chr11:5263624-5263625,74.75,7.25,8.25,9.25,12.5,17.75,9.5,12.0,10.75
chr11:5264340-5264341,73.4878,3.13415,5.01829,4.25,11.2012,2.0,8.268289999999999,7.932930000000001,5.5
chr11:5264375-5264376,90.5,3.5,5.75,4.25,11.75,2.0,9.0,7.75,5.5
chr11:5264384-5264385,92.5122,3.6829300000000003,5.84146,4.25,11.9329,2.0914599999999997,9.06098,7.6585399999999995,5.37805
chr11:5264411-5264412,103.37799999999999,4.670730000000001,6.335369999999999,4.25,12.9207,2.58537,9.390239999999999,7.164630000000001,4.71951
chr11:5264421-5264422,107.0,5.0,6.5,4.25,13.25,2.75,9.5,7.0,4.5
chr11:5264761-5264762,91.1341,5.835369999999999,4.414630000000001,5.164630000000001,16.4756,4.164630000000001,10.8049,4.695119999999999,2.1402400000000004
chr11:5264805-5264806,109.36,6.792680000000001,3.61585,4.36585,17.5427,4.0,9.79878,5.38415,3.04268
chr11:5265117-5265118,47.128,5.323169999999999,2.7134099999999997,6.01829,10.5732,3.2317099999999996,3.0,7.804880000000001,3.2865900000000003
chr11:5265129-5265130,45.5,5.25,2.75,6.0,10.5,3.25,3.0,7.75,3.25
chr11:5265161-5265162,34.7683,5.054880000000001,1.7743900000000001,5.60976,9.524389999999999,4.03049,3.19512,7.75,3.8353699999999997
chr11:5265168-5265169,32.4207,5.0122,1.56098,5.52439,9.31098,4.201219999999999,3.2378,7.75,3.9634099999999997
chr11:5265169-5265170,32.0854,5.0061,1.53049,5.5122,9.280489999999999,4.22561,3.2439,7.75,3.9817099999999996
chr11:5265172-5265173,31.75,5.0,1.5,5.5,9.25,4.25,3.25,7.75,4.0
chr11:5265967-5265968,507.87800000000004,5.75,21.1463,26.7622,18.5549,55.6768,26.5671,21.811,20.3476
chr11:5265968-5265969,513.835,5.75,21.3476,26.8415,18.5366,55.9512,26.628,21.9573,20.4817
chr11:5265970-5265971,525.75,5.75,21.75,27.0,18.5,56.5,26.75,22.25,20.75
chr11:5265973-5265974,525.75,5.75,21.75,27.0,18.5,56.5,26.75,22.25,20.75
chr11:5265975-5265976,525.75,5.75,21.75,27.0,18.5,56.5,26.75,22.25,20.75
chr11:5266009-5266010,661.482,6.11585,25.5915,28.2805,16.6707,62.9024,27.8476,25.1768,23.311
chr11:5266055-5266056,782.2739999999999,7.3597600000000005,25.7317,29.7012,16.4756,67.311,27.6159,26.5671,26.1524
chr11:5266065-5266066,809.591,7.7865899999999995,25.2439,30.0671,16.6585,68.1037,27.372,26.689,26.8841
chr11:5266067-5266068,815.055,7.87195,25.1463,30.1402,16.6951,68.2622,27.3232,26.7134,27.0305
chr11:5266509-5266510,20.5427,3.7012199999999997,4.25,13.5,12.9512,8.45122,10.75,8.719510000000001,5.13415
chr11:5266510-5266511,20.6524,3.6829300000000003,4.25,13.5,12.9329,8.43293,10.75,8.67683,5.12195
chr11:5266511-5266512,20.7622,3.6646300000000003,4.25,13.5,12.9146,8.41463,10.75,8.63415,5.10976
chr11:5266557-5266558,22.9451,3.5,3.7378,13.6707,12.9207,8.07927,11.4329,6.88415,4.317069999999999
chr11:5296477-5296478,9.5,10.25,2.5,7.5,9.75,3.75,14.0,10.75,6.0
chr11:5296526-5296527,12.25,12.5,2.75,8.0,12.5,4.25,16.0,13.0,8.0
chr11:5296537-5296538,12.3963,12.9878,2.79878,8.2439,12.8902,4.34756,16.2927,13.6341,8.43902
chr11:5297162-5297163,1041.7,20.872,58.75,77.9024,49.3598,200.793,85.37200000000001,48.8902,70.1585
chr11:5297168-5297169,1101.55,21.5305,61.75,79.4756,49.6524,203.57299999999998,86.0305,50.0976,70.4146
chr11:5297170-5297171,1121.5,21.75,62.75,80.0,49.75,204.5,86.25,50.5,70.5
chr11:5297171-5297172,1121.5,21.75,62.75,80.0,49.75,204.5,86.25,50.5,70.5
chr11:5297172-5297173,1121.5,21.75,62.75,80.0,49.75,204.5,86.25,50.5,70.5
chr11:5297273-5297274,1315.25,26.5,67.75,76.75,40.5,182.0,76.75,51.75,61.0
chr11:5297274-5297275,1315.25,26.5,67.75,76.75,40.5,182.0,76.75,51.75,61.0
chr11:5302001-5302002,1611.96,25.061,144.872,79.1768,69.0976,131.238,567.622,210.15200000000002,149.17700000000002
chr11:5302474-5302475,45.75,8.5,3.0,9.75,16.75,4.75,26.5,15.75,7.25
chr11:5302483-5302484,44.872,8.30488,3.0243900000000004,9.67683,16.5793,4.676830000000001,25.8659,15.5305,7.12805
chr11:5302494-5302495,42.4573,7.7682899999999995,3.0914599999999997,9.475610000000001,16.1098,4.47561,24.122,14.9268,6.792680000000001
chr11:5302519-5302520,36.9695,6.548780000000001,3.2439,9.018289999999999,15.0427,4.01829,20.1585,13.5549,6.03049
chr11:5302520-5302521,36.75,6.5,3.25,9.0,15.0,4.0,20.0,13.5,6.0
chr11:5302521-5302522,36.75,6.5,3.25,9.0,15.0,4.0,20.0,13.5,6.0
chr11:5302522-5302523,36.75,6.5,3.25,9.0,15.0,4.0,20.0,13.5,6.0
chr11:5302555-5302556,30.7256,5.86585,3.0914599999999997,9.63415,14.0488,3.8414599999999997,18.5732,12.2317,6.47561
chr11:5302558-5302559,30.0305,5.792680000000001,3.07317,9.70732,13.939,3.8231699999999997,18.4085,12.0854,6.53049
chr11:5302560-5302561,29.5671,5.7439,3.06098,9.7561,13.8659,3.8109800000000003,18.2988,11.9878,6.567069999999999
chr11:5302561-5302562,29.3354,5.71951,3.05488,9.780489999999999,13.8293,3.8048800000000003,18.2439,11.939,6.585369999999999
chr11:5302569-5302570,27.4817,5.52439,3.0061,9.975610000000001,13.5366,3.7561,17.8049,11.5488,6.7317100000000005
chr11:5305317-5305318,18.0122,8.658539999999999,1.0,9.31707,15.9085,6.48171,17.372,12.5,10.4085
chr11:5305368-5305369,21.5793,9.463410000000001,0.762195,11.878,17.6646,6.2622,18.2134,12.2622,10.0244
chr11:5305404-5305405,24.0366,9.5,0.597561,13.0671,19.7317,6.707319999999999,18.8598,12.4024,9.69512
chr11:5305405-5305406,24.128,9.5,0.591463,13.1098,19.811,6.7256100000000005,18.8841,12.4085,9.68293
chr11:5305406-5305407,24.2195,9.5,0.5853659999999999,13.1524,19.8902,6.7439,18.9085,12.4146,9.67073
chr11:5305407-5305408,24.311,9.5,0.579268,13.1951,19.9695,6.7622,18.9329,12.4207,9.658539999999999
chr11:5305408-5305409,24.4024,9.5,0.573171,13.2378,20.0488,6.7804899999999995,18.9573,12.4268,9.646339999999999
chr11:5305409-5305410,24.4939,9.5,0.5670729999999999,13.2805,20.128,6.798780000000001,18.9817,12.4329,9.63415
chr11:5305410-5305411,24.5854,9.5,0.560976,13.3232,20.2073,6.817069999999999,19.0061,12.439,9.62195
chr11:5306054-5306055,2608.76,23.6829,209.707,189.305,90.7927,417.805,376.024,203.396,317.64
chr11:5306056-5306057,2591.82,23.5976,208.24400000000003,188.829,90.7561,417.329,376.14599999999996,203.128,317.091
chr11:5306066-5306067,2507.13,23.1707,200.92700000000002,186.451,90.5732,414.95099999999996,376.756,201.787,314.348
chr11:5308987-5308988,67.7134,5.439019999999999,2.2439,9.9878,21.2439,9.140239999999999,18.1829,12.0549,9.981710000000001
chr11:5308996-5308997,67.1098,5.932930000000001,2.5182900000000004,10.5366,21.5183,9.57927,18.9512,11.8354,10.8049
chr11:5308997-5308998,67.0427,5.9878,2.54878,10.5976,21.5488,9.62805,19.0366,11.811,10.8963
chr11:5309024-5309025,65.5,7.25,3.25,12.0,22.25,10.75,21.0,11.25,13.0
chr11:5309026-5309027,65.5,7.25,3.25,12.0,22.25,10.75,21.0,11.25,13.0
chr11:5309027-5309028,65.5,7.25,3.25,12.0,22.25,10.75,21.0,11.25,13.0
chr11:5309033-5309034,64.9634,7.4939,3.2743900000000004,12.3415,22.2744,11.1402,21.3659,11.3232,13.2683
chr11:5309041-5309042,63.8902,7.9817100000000005,3.3231699999999997,13.0244,22.3232,11.9207,22.0976,11.4695,13.8049
chr11:5309043-5309044,63.622,8.103660000000001,3.3353699999999997,13.1951,22.3354,12.1159,22.2805,11.5061,13.939
chr11:5309048-5309049,62.9512,8.408539999999999,3.36585,13.622,22.3659,12.6037,22.7378,11.5976,14.2744
chr11:5309049-5309050,62.8171,8.469510000000001,3.37195,13.7073,22.372,12.7012,22.8293,11.6159,14.3415
chr11:5309051-5309052,62.5488,8.591460000000001,3.38415,13.878,22.3841,12.8963,23.0122,11.6524,14.4756
chr11:5309426-5309427,946.0,22.75,66.75,112.5,34.0,263.25,123.75,108.75,161.5
chr11:5309515-5309516,1693.27,27.3476,113.20100000000001,140.201,40.0061,323.323,142.793,124.0,195.68900000000002
chr11:5312637-5312638,303.134,125.037,8.54878,10.2073,22.7378,5.64024,15.7439,13.4512,8.5
