,0,1,2,3,4,5,6,7
59,chr11,4203462,4203463,.,-1,-1,0.0,0
60,chr11,4203465,4203466,.,-1,-1,0.0,0
61,chr11,4203466,4203467,.,-1,-1,0.0,0
62,chr11,4203469,4203470,.,-1,-1,0.0,0
63,chr11,4203486,4203487,.,-1,-1,0.0,0
64,chr11,4203489,4203490,.,-1,-1,0.0,0
65,chr11,4203491,4203492,.,-1,-1,0.0,0
66,chr11,4203496,4203497,.,-1,-1,0.0,0
67,chr11,4203498,4203499,.,-1,-1,0.0,0
68,chr11,4203508,4203509,.,-1,-1,0.0,0
69,chr11,4203516,4203517,.,-1,-1,0.0,0
70,chr11,4203517,4203518,.,-1,-1,0.0,0
71,chr11,4203520,4203521,.,-1,-1,0.0,0
72,chr11,4203523,4203524,.,-1,-1,0.0,0
73,chr11,4203525,4203526,.,-1,-1,0.0,0
74,chr11,4203526,4203527,.,-1,-1,0.0,0
75,chr11,4203528,4203529,.,-1,-1,0.0,0
76,chr11,4203530,4203531,.,-1,-1,0.0,0
77,chr11,4203533,4203534,.,-1,-1,0.0,0
78,chr11,4203534,4203535,.,-1,-1,0.0,0
79,chr11,4203539,4203540,.,-1,-1,0.0,0
80,chr11,4203547,4203548,.,-1,-1,0.0,0
81,chr11,4203549,4203550,.,-1,-1,0.0,0
82,chr11,4203550,4203551,.,-1,-1,0.0,0
83,chr11,4203552,4203553,.,-1,-1,0.0,0
84,chr11,4203554,4203555,.,-1,-1,0.0,0
85,chr11,4203555,4203556,.,-1,-1,0.0,0
86,chr11,4203558,4203559,.,-1,-1,0.0,0
87,chr11,4203561,4203562,.,-1,-1,0.0,0
88,chr11,4203565,4203566,.,-1,-1,0.0,0
89,chr11,4208286,4208287,chr11,4207255,4209574,10.0,1
90,chr11,4208288,4208289,chr11,4207255,4209574,10.0,1
91,chr11,4208290,4208291,chr11,4207255,4209574,10.0,1
92,chr11,4208291,4208292,chr11,4207255,4209574,10.0,1
93,chr11,4208292,4208293,chr11,4207255,4209574,10.0,1
94,chr11,4208293,4208294,chr11,4207255,4209574,10.0,1
95,chr11,4208295,4208296,chr11,4207255,4209574,10.0,1
96,chr11,4208297,4208298,chr11,4207255,4209574,10.0,1
97,chr11,4208299,4208300,chr11,4207255,4209574,10.0,1
98,chr11,4208303,4208304,chr11,4207255,4209574,10.0,1
99,chr11,4208306,4208307,chr11,4207255,4209574,10.0,1
100,chr11,4208309,4208310,chr11,4207255,4209574,10.0,1
101,chr11,4208315,4208316,chr11,4207255,4209574,10.0,1
102,chr11,4208317,4208318,chr11,4207255,4209574,10.0,1
103,chr11,4208322,4208323,chr11,4207255,4209574,10.0,1
104,chr11,4208326,4208327,chr11,4207255,4209574,10.0,1
105,chr11,4208334,4208335,chr11,4207255,4209574,10.0,1
106,chr11,4208336,4208337,chr11,4207255,4209574,10.0,1
107,chr11,4208344,4208345,chr11,4207255,4209574,10.0,1
108,chr11,4208348,4208349,chr11,4207255,4209574,10.0,1
109,chr11,4208350,4208351,chr11,4207255,4209574,10.0,1
110,chr11,4208351,4208352,chr11,4207255,4209574,10.0,1
111,chr11,4208352,4208353,chr11,4207255,4209574,10.0,1
112,chr11,4208367,4208368,chr11,4207255,4209574,10.0,1
113,chr11,4208368,4208369,chr11,4207255,4209574,10.0,1
114,chr11,4208372,4208373,chr11,4207255,4209574,10.0,1
115,chr11,4208373,4208374,chr11,4207255,4209574,10.0,1
116,chr11,4208374,4208375,chr11,4207255,4209574,10.0,1
117,chr11,4208375,4208376,chr11,4207255,4209574,10.0,1
118,chr11,4208376,4208377,chr11,4207255,4209574,10.0,1
119,chr11,4208377,4208378,chr11,4207255,4209574,10.0,1
120,chr11,4208378,4208379,chr11,4207255,4209574,10.0,1
121,chr11,4208380,4208381,chr11,4207255,4209574,10.0,1
122,chr11,4208381,4208382,chr11,4207255,4209574,10.0,1
123,chr11,4208384,4208385,chr11,4207255,4209574,10.0,1
124,chr11,4208385,4208386,chr11,4207255,4209574,10.0,1
125,chr11,4208387,4208388,chr11,4207255,4209574,10.0,1
126,chr11,4208392,4208393,chr11,4207255,4209574,10.0,1
127,chr11,4208399,4208400,chr11,4207255,4209574,10.0,1
128,chr11,4208400,4208401,chr11,4207255,4209574,10.0,1
129,chr11,4208401,4208402,chr11,4207255,4209574,10.0,1
130,chr11,4208403,4208404,chr11,4207255,4209574,10.0,1
131,chr11,4208411,4208412,chr11,4207255,4209574,10.0,1
132,chr11,4208867,4208868,chr11,4207255,4209574,10.0,1
133,chr11,4208876,4208877,chr11,4207255,4209574,10.0,1
134,chr11,4208877,4208878,chr11,4207255,4209574,10.0,1
135,chr11,4208879,4208880,chr11,4207255,4209574,10.0,1
136,chr11,4208881,4208882,chr11,4207255,4209574,10.0,1
137,chr11,4208883,4208884,chr11,4207255,4209574,10.0,1
138,chr11,4208887,4208888,chr11,4207255,4209574,10.0,1
139,chr11,4208895,4208896,chr11,4207255,4209574,10.0,1
140,chr11,4208898,4208899,chr11,4207255,4209574,10.0,1
141,chr11,4208899,4208900,chr11,4207255,4209574,10.0,1
142,chr11,4208900,4208901,chr11,4207255,4209574,10.0,1
143,chr11,4208901,4208902,chr11,4207255,4209574,10.0,1
144,chr11,4208911,4208912,chr11,4207255,4209574,10.0,1
145,chr11,4208915,4208916,chr11,4207255,4209574,10.0,1
146,chr11,4208924,4208925,chr11,4207255,4209574,10.0,1
147,chr11,4208928,4208929,chr11,4207255,4209574,10.0,1
148,chr11,4208929,4208930,chr11,4207255,4209574,10.0,1
149,chr11,4208932,4208933,chr11,4207255,4209574,10.0,1
150,chr11,4208942,4208943,chr11,4207255,4209574,10.0,1
151,chr11,4208952,4208953,chr11,4207255,4209574,10.0,1
152,chr11,4208967,4208968,chr11,4207255,4209574,10.0,1
153,chr11,4208969,4208970,chr11,4207255,4209574,10.0,1
154,chr11,4208972,4208973,chr11,4207255,4209574,10.0,1
155,chr11,4208974,4208975,chr11,4207255,4209574,10.0,1
156,chr11,4208976,4208977,chr11,4207255,4209574,10.0,1
157,chr11,4208977,4208978,chr11,4207255,4209574,10.0,1
158,chr11,4208978,4208979,chr11,4207255,4209574,10.0,1
159,chr11,4208980,4208981,chr11,4207255,4209574,10.0,1
160,chr11,4208995,4208996,chr11,4207255,4209574,10.0,1
161,chr11,4208997,4208998,chr11,4207255,4209574,10.0,1
162,chr11,4209000,4209001,chr11,4207255,4209574,10.0,1
163,chr11,4209003,4209004,chr11,4207255,4209574,10.0,1
164,chr11,4209005,4209006,chr11,4207255,4209574,10.0,1
165,chr11,4209022,4209023,chr11,4207255,4209574,10.0,1
166,chr11,4209028,4209029,chr11,4207255,4209574,10.0,1
167,chr11,4209036,4209037,chr11,4207255,4209574,10.0,1
168,chr11,4209040,4209041,chr11,4207255,4209574,10.0,1
169,chr11,4216264,4216265,chr11,4215032,4216817,12.0,1
170,chr11,4216266,4216267,chr11,4215032,4216817,12.0,1
171,chr11,4216271,4216272,chr11,4215032,4216817,12.0,1
172,chr11,4216275,4216276,chr11,4215032,4216817,12.0,1
173,chr11,4216280,4216281,chr11,4215032,4216817,12.0,1
174,chr11,4216281,4216282,chr11,4215032,4216817,12.0,1
175,chr11,4216282,4216283,chr11,4215032,4216817,12.0,1
176,chr11,4216284,4216285,chr11,4215032,4216817,12.0,1
177,chr11,4216307,4216308,chr11,4215032,4216817,12.0,1
178,chr11,4216309,4216310,chr11,4215032,4216817,12.0,1
179,chr11,4216310,4216311,chr11,4215032,4216817,12.0,1
180,chr11,4216312,4216313,chr11,4215032,4216817,12.0,1
181,chr11,4216314,4216315,chr11,4215032,4216817,12.0,1
182,chr11,4216317,4216318,chr11,4215032,4216817,12.0,1
183,chr11,4216322,4216323,chr11,4215032,4216817,12.0,1
184,chr11,4216327,4216328,chr11,4215032,4216817,12.0,1
185,chr11,4216328,4216329,chr11,4215032,4216817,12.0,1
186,chr11,4216329,4216330,chr11,4215032,4216817,12.0,1
187,chr11,4216331,4216332,chr11,4215032,4216817,12.0,1
188,chr11,4216332,4216333,chr11,4215032,4216817,12.0,1
189,chr11,4216333,4216334,chr11,4215032,4216817,12.0,1
190,chr11,4216334,4216335,chr11,4215032,4216817,12.0,1
191,chr11,4216336,4216337,chr11,4215032,4216817,12.0,1
192,chr11,4216339,4216340,chr11,4215032,4216817,12.0,1
193,chr11,4216343,4216344,chr11,4215032,4216817,12.0,1
194,chr11,4216365,4216366,chr11,4215032,4216817,12.0,1
195,chr11,4216373,4216374,chr11,4215032,4216817,12.0,1
196,chr11,4216375,4216376,chr11,4215032,4216817,12.0,1
197,chr11,4216376,4216377,chr11,4215032,4216817,12.0,1
198,chr11,4216377,4216378,chr11,4215032,4216817,12.0,1
199,chr11,4216378,4216379,chr11,4215032,4216817,12.0,1
200,chr11,4216379,4216380,chr11,4215032,4216817,12.0,1
201,chr11,4216380,4216381,chr11,4215032,4216817,12.0,1
202,chr11,4216381,4216382,chr11,4215032,4216817,12.0,1
203,chr11,4216383,4216384,chr11,4215032,4216817,12.0,1
204,chr11,4216384,4216385,chr11,4215032,4216817,12.0,1
205,chr11,4216385,4216386,chr11,4215032,4216817,12.0,1
206,chr11,4216390,4216391,chr11,4215032,4216817,12.0,1
207,chr11,4218202,4218203,.,-1,-1,0.0,0
208,chr11,4218204,4218205,.,-1,-1,0.0,0
209,chr11,4218212,4218213,.,-1,-1,0.0,0
210,chr11,4218233,4218234,.,-1,-1,0.0,0
211,chr11,4218234,4218235,.,-1,-1,0.0,0
212,chr11,4218236,4218237,.,-1,-1,0.0,0
213,chr11,4218240,4218241,.,-1,-1,0.0,0
214,chr11,4218243,4218244,.,-1,-1,0.0,0
215,chr11,4218245,4218246,.,-1,-1,0.0,0
216,chr11,4218255,4218256,.,-1,-1,0.0,0
217,chr11,4218257,4218258,.,-1,-1,0.0,0
218,chr11,4218301,4218302,.,-1,-1,0.0,0
219,chr11,4218307,4218308,.,-1,-1,0.0,0
220,chr11,4218311,4218312,.,-1,-1,0.0,0
221,chr11,4218313,4218314,.,-1,-1,0.0,0
222,chr11,4218316,4218317,.,-1,-1,0.0,0
223,chr11,4218318,4218319,.,-1,-1,0.0,0
224,chr11,4218320,4218321,.,-1,-1,0.0,0
225,chr11,4353262,4353263,.,-1,-1,0.0,0
226,chr11,4353269,4353270,.,-1,-1,0.0,0
227,chr11,4353272,4353273,.,-1,-1,0.0,0
228,chr11,4353277,4353278,.,-1,-1,0.0,0
229,chr11,4353278,4353279,.,-1,-1,0.0,0
230,chr11,4353280,4353281,.,-1,-1,0.0,0
231,chr11,4353284,4353285,.,-1,-1,0.0,0
232,chr11,4353285,4353286,.,-1,-1,0.0,0
233,chr11,4353286,4353287,.,-1,-1,0.0,0
234,chr11,4353287,4353288,.,-1,-1,0.0,0
235,chr11,4353301,4353302,.,-1,-1,0.0,0
236,chr11,4353308,4353309,.,-1,-1,0.0,0
237,chr11,4353313,4353314,.,-1,-1,0.0,0
238,chr11,4353315,4353316,.,-1,-1,0.0,0
239,chr11,4353317,4353318,.,-1,-1,0.0,0
240,chr11,4353319,4353320,.,-1,-1,0.0,0
241,chr11,4353343,4353344,.,-1,-1,0.0,0
242,chr11,4353349,4353350,.,-1,-1,0.0,0
243,chr11,4353352,4353353,.,-1,-1,0.0,0
244,chr11,4353355,4353356,.,-1,-1,0.0,0
245,chr11,4353358,4353359,.,-1,-1,0.0,0
246,chr11,4353360,4353361,.,-1,-1,0.0,0
247,chr11,4353361,4353362,.,-1,-1,0.0,0
248,chr11,4353363,4353364,.,-1,-1,0.0,0
249,chr11,4353366,4353367,.,-1,-1,0.0,0
250,chr11,4353369,4353370,.,-1,-1,0.0,0
251,chr11,4353370,4353371,.,-1,-1,0.0,0
252,chr11,4353372,4353373,.,-1,-1,0.0,0
253,chr11,4353378,4353379,.,-1,-1,0.0,0
254,chr11,4403257,4403258,.,-1,-1,0.0,0
255,chr11,4403258,4403259,.,-1,-1,0.0,0
256,chr11,4403259,4403260,.,-1,-1,0.0,0
257,chr11,4403261,4403262,.,-1,-1,0.0,0
258,chr11,4403262,4403263,.,-1,-1,0.0,0
259,chr11,4403265,4403266,.,-1,-1,0.0,0
260,chr11,4403267,4403268,.,-1,-1,0.0,0
261,chr11,4403268,4403269,.,-1,-1,0.0,0
262,chr11,4403274,4403275,.,-1,-1,0.0,0
263,chr11,4403276,4403277,.,-1,-1,0.0,0
264,chr11,4403282,4403283,.,-1,-1,0.0,0
265,chr11,4403293,4403294,.,-1,-1,0.0,0
266,chr11,4403298,4403299,.,-1,-1,0.0,0
267,chr11,4403300,4403301,.,-1,-1,0.0,0
268,chr11,4403301,4403302,.,-1,-1,0.0,0
269,chr11,4403302,4403303,.,-1,-1,0.0,0
270,chr11,4403304,4403305,.,-1,-1,0.0,0
271,chr11,4403306,4403307,.,-1,-1,0.0,0
272,chr11,4403307,4403308,.,-1,-1,0.0,0
273,chr11,4403311,4403312,.,-1,-1,0.0,0
274,chr11,4403312,4403313,.,-1,-1,0.0,0
275,chr11,4403316,4403317,.,-1,-1,0.0,0
276,chr11,4403317,4403318,.,-1,-1,0.0,0
277,chr11,4403325,4403326,.,-1,-1,0.0,0
278,chr11,4403327,4403328,.,-1,-1,0.0,0
279,chr11,4403330,4403331,.,-1,-1,0.0,0
280,chr11,4403334,4403335,.,-1,-1,0.0,0
281,chr11,4403346,4403347,.,-1,-1,0.0,0
282,chr11,4403348,4403349,.,-1,-1,0.0,0
283,chr11,4403350,4403351,.,-1,-1,0.0,0
284,chr11,4403356,4403357,.,-1,-1,0.0,0
285,chr11,4403369,4403370,.,-1,-1,0.0,0
286,chr11,4403370,4403371,.,-1,-1,0.0,0
287,chr11,4403372,4403373,.,-1,-1,0.0,0
288,chr11,4514586,4514587,.,-1,-1,0.0,0
289,chr11,4514590,4514591,.,-1,-1,0.0,0
290,chr11,4514593,4514594,.,-1,-1,0.0,0
291,chr11,4514594,4514595,.,-1,-1,0.0,0
292,chr11,4514596,4514597,.,-1,-1,0.0,0
293,chr11,4514597,4514598,.,-1,-1,0.0,0
294,chr11,4514599,4514600,.,-1,-1,0.0,0
295,chr11,4514602,4514603,.,-1,-1,0.0,0
296,chr11,4514604,4514605,.,-1,-1,0.0,0
297,chr11,4514609,4514610,.,-1,-1,0.0,0
298,chr11,4514611,4514612,.,-1,-1,0.0,0
299,chr11,4514612,4514613,.,-1,-1,0.0,0
300,chr11,4514615,4514616,.,-1,-1,0.0,0
301,chr11,4514616,4514617,.,-1,-1,0.0,0
302,chr11,4514617,4514618,.,-1,-1,0.0,0
303,chr11,4514618,4514619,.,-1,-1,0.0,0
304,chr11,4514622,4514623,.,-1,-1,0.0,0
305,chr11,4514626,4514627,.,-1,-1,0.0,0
306,chr11,4514627,4514628,.,-1,-1,0.0,0
307,chr11,4514637,4514638,.,-1,-1,0.0,0
308,chr11,4514641,4514642,.,-1,-1,0.0,0
309,chr11,4514642,4514643,.,-1,-1,0.0,0
310,chr11,4514643,4514644,.,-1,-1,0.0,0
311,chr11,4514644,4514645,.,-1,-1,0.0,0
312,chr11,4514649,4514650,.,-1,-1,0.0,0
313,chr11,4514650,4514651,.,-1,-1,0.0,0
314,chr11,4514652,4514653,.,-1,-1,0.0,0
315,chr11,4514655,4514656,.,-1,-1,0.0,0
316,chr11,4514656,4514657,.,-1,-1,0.0,0
317,chr11,4514659,4514660,.,-1,-1,0.0,0
318,chr11,4514664,4514665,.,-1,-1,0.0,0
319,chr11,4514666,4514667,.,-1,-1,0.0,0
320,chr11,4514667,4514668,.,-1,-1,0.0,0
321,chr11,4514669,4514670,.,-1,-1,0.0,0
322,chr11,4514675,4514676,.,-1,-1,0.0,0
323,chr11,4514677,4514678,.,-1,-1,0.0,0
324,chr11,4514685,4514686,.,-1,-1,0.0,0
325,chr11,4514689,4514690,.,-1,-1,0.0,0
326,chr11,4514691,4514692,.,-1,-1,0.0,0
327,chr11,4514695,4514696,.,-1,-1,0.0,0
328,chr11,4514697,4514698,.,-1,-1,0.0,0
329,chr11,4514699,4514700,.,-1,-1,0.0,0
330,chr11,4514732,4514733,.,-1,-1,0.0,0
331,chr11,4514733,4514734,.,-1,-1,0.0,0
332,chr11,4514734,4514735,.,-1,-1,0.0,0
333,chr11,4514737,4514738,.,-1,-1,0.0,0
334,chr11,4514739,4514740,.,-1,-1,0.0,0
335,chr11,4514740,4514741,.,-1,-1,0.0,0
336,chr11,4514741,4514742,.,-1,-1,0.0,0
337,chr11,4514742,4514743,.,-1,-1,0.0,0
338,chr11,4514744,4514745,.,-1,-1,0.0,0
339,chr11,4514746,4514747,.,-1,-1,0.0,0
340,chr11,4514748,4514749,.,-1,-1,0.0,0
341,chr11,4514750,4514751,.,-1,-1,0.0,0
342,chr11,4560982,4560983,.,-1,-1,0.0,0
343,chr11,4560984,4560985,.,-1,-1,0.0,0
344,chr11,4560985,4560986,.,-1,-1,0.0,0
345,chr11,4560986,4560987,.,-1,-1,0.0,0
346,chr11,4560988,4560989,.,-1,-1,0.0,0
347,chr11,4560990,4560991,.,-1,-1,0.0,0
348,chr11,4560991,4560992,.,-1,-1,0.0,0
349,chr11,4560994,4560995,.,-1,-1,0.0,0
350,chr11,4560996,4560997,.,-1,-1,0.0,0
351,chr11,4561009,4561010,.,-1,-1,0.0,0
352,chr11,4561011,4561012,.,-1,-1,0.0,0
353,chr11,4561015,4561016,.,-1,-1,0.0,0
354,chr11,4561016,4561017,.,-1,-1,0.0,0
355,chr11,4561017,4561018,.,-1,-1,0.0,0
356,chr11,4561018,4561019,.,-1,-1,0.0,0
357,chr11,4561019,4561020,.,-1,-1,0.0,0
358,chr11,4561021,4561022,.,-1,-1,0.0,0
359,chr11,4561023,4561024,.,-1,-1,0.0,0
360,chr11,4561024,4561025,.,-1,-1,0.0,0
361,chr11,4561025,4561026,.,-1,-1,0.0,0
362,chr11,4561026,4561027,.,-1,-1,0.0,0
363,chr11,4561034,4561035,.,-1,-1,0.0,0
364,chr11,4561043,4561044,.,-1,-1,0.0,0
365,chr11,4561045,4561046,.,-1,-1,0.0,0
366,chr11,4561048,4561049,.,-1,-1,0.0,0
367,chr11,4561051,4561052,.,-1,-1,0.0,0
368,chr11,4561053,4561054,.,-1,-1,0.0,0
369,chr11,4561055,4561056,.,-1,-1,0.0,0
370,chr11,4561057,4561058,.,-1,-1,0.0,0
371,chr11,4561058,4561059,.,-1,-1,0.0,0
372,chr11,4561063,4561064,.,-1,-1,0.0,0
373,chr11,4629078,4629079,chr11,4628280,4630729,10.0,1
374,chr11,4629084,4629085,chr11,4628280,4630729,10.0,1
375,chr11,4629088,4629089,chr11,4628280,4630729,10.0,1
376,chr11,4629091,4629092,chr11,4628280,4630729,10.0,1
377,chr11,4629096,4629097,chr11,4628280,4630729,10.0,1
378,chr11,4629102,4629103,chr11,4628280,4630729,10.0,1
379,chr11,4629103,4629104,chr11,4628280,4630729,10.0,1
380,chr11,4629107,4629108,chr11,4628280,4630729,10.0,1
381,chr11,4629109,4629110,chr11,4628280,4630729,10.0,1
382,chr11,4629112,4629113,chr11,4628280,4630729,10.0,1
383,chr11,4629125,4629126,chr11,4628280,4630729,10.0,1
384,chr11,4629126,4629127,chr11,4628280,4630729,10.0,1
385,chr11,4629134,4629135,chr11,4628280,4630729,10.0,1
386,chr11,4629138,4629139,chr11,4628280,4630729,10.0,1
387,chr11,4629142,4629143,chr11,4628280,4630729,10.0,1
388,chr11,4629145,4629146,chr11,4628280,4630729,10.0,1
389,chr11,4629148,4629149,chr11,4628280,4630729,10.0,1
390,chr11,4629151,4629152,chr11,4628280,4630729,10.0,1
391,chr11,4629161,4629162,chr11,4628280,4630729,10.0,1
392,chr11,4629163,4629164,chr11,4628280,4630729,10.0,1
393,chr11,4629169,4629170,chr11,4628280,4630729,10.0,1
394,chr11,4629170,4629171,chr11,4628280,4630729,10.0,1
395,chr11,4629175,4629176,chr11,4628280,4630729,10.0,1
396,chr11,4629178,4629179,chr11,4628280,4630729,10.0,1
397,chr11,4629183,4629184,chr11,4628280,4630729,10.0,1
398,chr11,4629186,4629187,chr11,4628280,4630729,10.0,1
399,chr11,4629188,4629189,chr11,4628280,4630729,10.0,1
400,chr11,4629198,4629199,chr11,4628280,4630729,10.0,1
401,chr11,4629205,4629206,chr11,4628280,4630729,10.0,1
402,chr11,4629206,4629207,chr11,4628280,4630729,10.0,1
403,chr11,4629207,4629208,chr11,4628280,4630729,10.0,1
404,chr11,4629221,4629222,chr11,4628280,4630729,10.0,1
405,chr11,4629226,4629227,chr11,4628280,4630729,10.0,1
406,chr11,4629246,4629247,chr11,4628280,4630729,10.0,1
407,chr11,4629250,4629251,chr11,4628280,4630729,10.0,1
408,chr11,4629254,4629255,chr11,4628280,4630729,10.0,1
409,chr11,4629261,4629262,chr11,4628280,4630729,10.0,1
410,chr11,4629264,4629265,chr11,4628280,4630729,10.0,1
411,chr11,4629275,4629276,chr11,4628280,4630729,10.0,1
412,chr11,4629281,4629282,chr11,4628280,4630729,10.0,1
413,chr11,4629282,4629283,chr11,4628280,4630729,10.0,1
414,chr11,4647582,4647583,.,-1,-1,0.0,0
415,chr11,4647584,4647585,.,-1,-1,0.0,0
416,chr11,4647585,4647586,.,-1,-1,0.0,0
417,chr11,4647598,4647599,.,-1,-1,0.0,0
418,chr11,4647600,4647601,.,-1,-1,0.0,0
419,chr11,4647603,4647604,.,-1,-1,0.0,0
420,chr11,4647604,4647605,.,-1,-1,0.0,0
421,chr11,4647605,4647606,.,-1,-1,0.0,0
422,chr11,4647606,4647607,.,-1,-1,0.0,0
423,chr11,4647608,4647609,.,-1,-1,0.0,0
424,chr11,4647610,4647611,.,-1,-1,0.0,0
425,chr11,4647611,4647612,.,-1,-1,0.0,0
426,chr11,4647612,4647613,.,-1,-1,0.0,0
427,chr11,4647615,4647616,.,-1,-1,0.0,0
428,chr11,4647618,4647619,.,-1,-1,0.0,0
429,chr11,4647627,4647628,.,-1,-1,0.0,0
430,chr11,4647629,4647630,.,-1,-1,0.0,0
431,chr11,4647630,4647631,.,-1,-1,0.0,0
432,chr11,4647635,4647636,.,-1,-1,0.0,0
433,chr11,4647645,4647646,.,-1,-1,0.0,0
434,chr11,4647646,4647647,.,-1,-1,0.0,0
435,chr11,4647648,4647649,.,-1,-1,0.0,0
436,chr11,4647649,4647650,.,-1,-1,0.0,0
437,chr11,4647651,4647652,.,-1,-1,0.0,0
438,chr11,4647653,4647654,.,-1,-1,0.0,0
439,chr11,4647666,4647667,.,-1,-1,0.0,0
440,chr11,4647674,4647675,.,-1,-1,0.0,0
441,chr11,4647675,4647676,.,-1,-1,0.0,0
442,chr11,4647676,4647677,.,-1,-1,0.0,0
443,chr11,4658236,4658237,.,-1,-1,0.0,0
444,chr11,4658244,4658245,.,-1,-1,0.0,0
445,chr11,4658246,4658247,.,-1,-1,0.0,0
446,chr11,4658247,4658248,.,-1,-1,0.0,0
447,chr11,4658252,4658253,.,-1,-1,0.0,0
448,chr11,4658254,4658255,.,-1,-1,0.0,0
449,chr11,4658258,4658259,.,-1,-1,0.0,0
450,chr11,4658259,4658260,.,-1,-1,0.0,0
451,chr11,4658260,4658261,.,-1,-1,0.0,0
452,chr11,4658263,4658264,.,-1,-1,0.0,0
453,chr11,4658265,4658266,.,-1,-1,0.0,0
454,chr11,4658269,4658270,.,-1,-1,0.0,0
455,chr11,4658285,4658286,.,-1,-1,0.0,0
456,chr11,4658287,4658288,.,-1,-1,0.0,0
457,chr11,4658288,4658289,.,-1,-1,0.0,0
458,chr11,4658293,4658294,.,-1,-1,0.0,0
459,chr11,4658295,4658296,.,-1,-1,0.0,0
460,chr11,4658299,4658300,.,-1,-1,0.0,0
461,chr11,4658308,4658309,.,-1,-1,0.0,0
462,chr11,4658316,4658317,.,-1,-1,0.0,0
463,chr11,4658336,4658337,.,-1,-1,0.0,0
464,chr11,4658338,4658339,.,-1,-1,0.0,0
465,chr11,4658340,4658341,.,-1,-1,0.0,0
466,chr11,4658343,4658344,.,-1,-1,0.0,0
467,chr11,4658344,4658345,.,-1,-1,0.0,0
