0,Hudep2_ATAC,Hudep2_D3_merged_CTCF.all,Hudep2_BCL11A,Hudep2_D0_GATA1.all,HUDEP2_LRF_CHIP,GM12878_ATAC,Hudep2_D3_merged_GATA1.all,Hudep2_D3_merged_KLF1.all,Hudep2_D3_merged_LDB1.all,Hudep2_D3_merged_TAL1.all
chr11:4216166-4216367,412.837,10.1157,7.79975,130.828,28.0386,4.33458,129.159,49.255,46.9627,52.0933
chr11:4216171-4216372,424.23,10.2463,8.00498,132.601,28.1256,4.26617,131.305,49.7898,48.0634,52.5784
chr11:4216175-4216376,433.345,10.3507,8.16915,134.019,28.1953,4.2114400000000005,133.02100000000002,50.2177,48.943999999999996,52.9664
chr11:4216207-4216408,496.029,11.0187,9.26741,143.684,28.7711,3.78234,145.121,53.0746,55.4888,55.5112
chr11:4216217-4216418,505.158,11.056,9.39179,144.953,28.9701,3.6579599999999997,147.19799999999998,53.3731,56.9938,55.7226
chr11:4218102-4218303,34.5386,4.70025,1.21517,8.00124,11.398,3.27612,10.3396,8.567160000000001,7.837060000000001,6.747510000000001
chr11:4218104-4218305,34.6779,4.70771,1.2350700000000001,7.9564699999999995,11.4602,3.2935300000000005,10.3147,8.56965,7.85945,6.75
chr11:4218112-4218313,35.2351,4.73756,1.3146799999999998,7.777360000000001,11.709000000000001,3.3631800000000003,10.2152,8.5796,7.949,6.75995
chr11:4218133-4218334,36.6978,4.815919999999999,1.5236299999999998,7.30721,12.3619,3.5460199999999995,9.95398,8.60572,8.18408,6.78607
chr11:4218134-4218335,36.7674,4.81965,1.53358,7.28483,12.392999999999999,3.55473,9.94154,8.60697,8.195269999999999,6.787310000000001
chr11:4218136-4218337,36.9067,4.82711,1.55348,7.24005,12.4552,3.57214,9.91667,8.60945,8.21766,6.7898
chr11:4218145-4218346,37.5336,4.8607,1.64303,7.03856,12.7351,3.6505,9.804730000000001,8.62065,8.31841,6.801
chr11:4218155-4218356,37.6704,4.94776,1.7412900000000002,6.77612,13.0609,3.7475099999999997,9.6505,8.648010000000001,8.36318,6.75995
chr11:4218213-4218414,34.6381,5.70522,2.23507,5.18035,14.842,4.29726,8.55224,8.949,8.157960000000001,6.13806
chr11:4218220-4218421,33.7326,5.8097,2.26119,5.0149300000000006,14.99,4.32338,8.38682,9.01866,8.0796,6.01617
chr11:4353177-4353378,83.6505,5.75,1.36816,6.978860000000001,9.771139999999999,13.5784,6.2960199999999995,4.95025,9.92164,5.3830800000000005
chr11:4353178-4353379,83.9465,5.75,1.3656700000000002,7.007460000000001,9.753730000000001,13.5883,6.30224,4.93035,9.93035,5.39925
chr11:4353180-4353381,84.5386,5.75,1.3607,7.06468,9.718910000000001,13.6082,6.31468,4.89055,9.94776,5.43159
chr11:4353187-4353388,86.6107,5.75,1.34328,7.2649300000000006,9.597010000000001,13.6779,6.35821,4.75124,10.0087,5.54478
chr11:4353201-4353402,90.3632,5.75871,1.30224,7.66542,9.36692,13.7836,6.44527,4.47388,10.1032,5.75746
chr11:4353219-4353420,90.9453,5.82587,1.1903,8.13557,9.2102,13.5373,6.53483,4.16045,9.92413,5.89179
chr11:4353243-4353444,91.7214,5.91542,1.04104,8.76244,9.00124,13.209000000000001,6.65423,3.74254,9.685319999999999,6.0709
chr11:4403176-4403377,278.785,6.681589999999999,2.77114,4.10323,8.43657,10.4677,17.2475,11.6368,13.0299,9.61443
chr11:4403225-4403426,342.968,7.34328,3.31468,4.4403,8.4403,11.408,18.7164,12.7537,15.5386,11.9863
chr11:4403227-4403428,344.704,7.3607,3.3296,4.45522,8.4403,11.4403,18.7488,12.7886,15.6157,12.0734
chr11:4403234-4403435,350.781,7.421639999999999,3.38184,4.50746,8.4403,11.5535,18.8619,12.9104,15.8856,12.3781
chr11:4403246-4403447,361.199,7.52612,3.47139,4.59701,8.4403,11.7475,19.055999999999997,13.1194,16.3483,12.9005
chr11:4403248-4403449,362.935,7.5435300000000005,3.4863199999999996,4.61194,8.4403,11.7799,19.0883,13.1542,16.4254,12.9876
chr11:4403250-4403451,364.0,7.55348,3.5,4.62562,8.43781,11.8072,19.1119,13.1803,16.4876,13.0721
chr11:4403256-4403457,361.10400000000004,7.51617,3.52239,4.64055,8.422889999999999,11.7923,19.0746,13.1803,16.5025,13.2587
chr11:4514512-4514713,269.965,55.4863,6.39303,9.6505,18.4303,184.267,8.064680000000001,8.29851,6.14179,4.01617
chr11:4560894-4561095,68.352,47.8221,1.6865700000000001,4.38806,9.49876,48.2562,4.14428,8.9403,7.00622,4.155469999999999
chr11:4560896-4561097,69.2575,48.2575,1.66418,4.42786,9.521139999999999,48.8706,4.1592,8.9602,7.02612,4.16542
chr11:4560923-4561124,76.3396,52.107,1.39055,4.8806,9.88433,54.8557,4.24378,9.02612,7.2064699999999995,4.065919999999999
chr11:4628978-4629179,240.86599999999999,11.7301,1.10199,4.00746,37.1517,138.628,6.49254,22.4925,10.6505,6.19776
chr11:4629051-4629252,399.551,12.5274,2.0908,5.89677,37.5535,162.41899999999998,8.61318,25.7873,10.6356,8.746269999999999
chr11:4647482-4647683,111.382,70.8943,4.66667,4.91542,10.9565,49.6891,2.37811,7.891789999999999,7.412939999999999,5.14801
chr11:4647504-4647705,121.06200000000001,74.551,4.0709,4.83831,11.1095,55.2052,2.29478,8.0199,7.5248800000000005,5.45025
chr11:4647511-4647712,121.524,74.908,3.88806,4.78607,11.1791,56.0323,2.2686599999999997,8.054730000000001,7.5597,5.476369999999999
chr11:4647512-4647713,121.59,74.959,3.86194,4.77861,11.1891,56.1505,2.26493,8.0597,7.56468,5.4801
chr11:4658195-4658396,167.101,57.4664,2.20025,5.82338,12.7811,147.545,2.2624400000000002,6.53607,7.7935300000000005,4.5323400000000005
chr11:4658247-4658448,178.141,60.2699,2.2475099999999997,5.45522,12.0361,153.41,2.3097,5.54975,6.386819999999999,4.67786
chr11:5012313-5012514,175.162,46.9938,1.89055,6.8893,11.949000000000002,26.2836,12.2338,6.00622,8.5597,5.33831
chr11:5012315-5012516,177.567,47.3993,1.89303,6.91915,11.9789,26.694000000000003,12.296,6.01617,8.587060000000001,5.33333
chr11:5012325-5012526,189.595,49.4266,1.90547,7.068410000000001,12.1281,28.7463,12.607000000000001,6.065919999999999,8.72388,5.30846
chr11:5012372-5012573,230.922,56.8433,1.8806,7.604480000000001,12.550999999999998,36.8905,13.7015,6.301,9.342039999999999,5.136819999999999
chr11:5012381-5012582,235.657,57.8172,1.85821,7.671639999999999,12.5734,38.1331,13.8358,6.34577,9.45398,5.09204
chr11:5012383-5012584,236.709,58.0336,1.85323,7.68657,12.5784,38.4092,13.8657,6.35572,9.478860000000001,5.08209
chr11:5108544-5108745,140.754,7.238810000000001,2.63557,18.296,19.4316,9.9291,7.3296,8.81965,7.53483,4.1218900000000005
chr11:5108546-5108747,142.221,7.21891,2.63308,18.3905,19.4067,9.99876,7.3694,8.817160000000001,7.54478,4.16667
chr11:5108556-5108757,147.762,7.051,2.66169,18.7761,19.1629,10.3346,7.652989999999999,8.847010000000001,7.56095,4.354480000000001
chr11:5150630-5150831,102.118,7.592039999999999,6.2251199999999995,6.641789999999999,12.8545,13.245,24.8271,7.8855699999999995,8.243780000000001,6.123130000000001
chr11:5150717-5150918,129.281,10.0908,6.0149300000000006,7.268660000000001,13.3607,13.75,25.3968,7.79104,7.39428,7.8408
chr11:5150718-5150919,129.15200000000002,10.107000000000001,5.99129,7.2699,13.3495,13.7363,25.3458,7.7898,7.38806,7.85323
chr11:5172945-5173146,875.709,14.9241,25.4988,135.96,37.1878,12.9241,267.595,69.1679,174.13299999999998,184.19799999999998
chr11:5172947-5173148,886.072,15.0112,25.8022,137.189,37.2649,13.0112,269.498,69.658,175.678,185.37900000000002
chr11:5172953-5173154,915.815,15.255,26.842,140.542,37.4042,13.2761,273.968,71.0062,179.49099999999999,188.34799999999998
chr11:5172955-5173156,925.058,15.3296,27.1953,141.52700000000002,37.4291,13.3582,275.065,71.3993,180.524,189.12400000000002
chr11:5172986-5173187,1068.34,16.4863,32.6704,156.796,37.8147,14.6306,292.068,77.4913,196.525,201.15400000000002
chr11:5172987-5173188,1072.96,16.5236,32.847,157.289,37.8271,14.6716,292.617,77.6878,197.041,201.542
chr11:5172988-5173189,1077.58,16.5609,33.0236,157.781,37.8396,14.7127,293.165,77.8843,197.55700000000002,201.93
chr11:5173006-5173207,1146.06,17.1592,36.1045,165.267,37.7301,15.4403,300.318,80.8868,204.007,207.50599999999997
chr11:5173010-5173211,1155.37,17.2587,36.7413,166.357,37.5759,15.5945,300.776,81.3296,204.30599999999998,208.148
chr11:5173063-5173264,1230.35,18.4167,44.1206,176.235,35.0535,17.4216,301.825,85.5373,202.165,213.958
chr11:5173065-5173266,1227.85,18.4415,44.2823,176.10299999999998,34.9067,17.4664,301.31,85.5124,201.412,213.88099999999997
chr11:5173074-5173275,1216.61,18.5535,45.01,175.51,34.2463,17.6679,298.993,85.4005,198.02,213.53400000000002
chr11:5173109-5173310,1144.5,18.898,46.5311,170.37599999999998,31.5846,18.2537,286.519,83.7886,181.975,209.291
chr11:5173131-5173332,1051.82,18.9527,45.2998,162.44,29.7786,18.2811,273.08299999999997,80.8333,167.199,201.903
chr11:5181511-5181712,50.7065,2.51119,0.18408,13.306,7.93035,3.449,17.6816,8.32587,10.9701,10.5174
chr11:5186240-5186441,3.1592,2.7810900000000003,0.422886,8.601989999999999,11.3296,15.8632,11.1194,1.9514900000000002,4.01617,6.0385599999999995
chr11:5186263-5186464,2.88433,2.9838299999999998,0.308458,8.02985,10.8968,15.9614,10.8831,2.03234,3.59577,6.0248800000000005
chr11:5186282-5186483,2.7189099999999997,3.22015,0.21393,7.62811,10.495,15.9142,10.5522,2.0796,3.28856,5.977609999999999
chr11:5186335-5186536,2.65299,3.87811,0.037313400000000004,6.854480000000001,9.148010000000001,15.5634,9.22761,2.0796,2.87189,5.44527
chr11:5186337-5186538,2.6579599999999997,3.90299,0.0323383,6.832089999999999,9.09328,15.546,9.1704,2.07711,2.86443,5.41791
chr11:5186338-5186539,2.66045,3.9154199999999997,0.0298507,6.8209,9.06592,15.5373,9.14179,2.07587,2.8607,5.40423
chr11:5226105-5226306,303.346,94.8507,44.5199,8.53731,23.9565,46.1828,5.0248800000000005,19.4726,9.814680000000001,7.65672
chr11:5226115-5226316,319.627,94.9502,45.4279,8.611939999999999,23.7823,47.0659,4.95025,19.4353,9.71517,7.71891
chr11:5226116-5226317,321.255,94.9602,45.5187,8.6194,23.7649,47.1542,4.9427900000000005,19.4316,9.705219999999999,7.7251199999999995
chr11:5226194-5226395,396.94699999999995,86.209,45.7351,8.53731,21.7388,45.7376,4.69154,18.1953,8.65423,8.04353
chr11:5226196-5226397,397.897,85.801,45.6082,8.52239,21.6741,45.541000000000004,4.69154,18.1455,8.621889999999999,8.04851
chr11:5226198-5226399,398.847,85.39299999999999,45.4813,8.50746,21.6095,45.3445,4.69154,18.0958,8.58955,8.05348
chr11:5226205-5226406,393.664,83.2214,44.3458,8.40672,21.2873,44.0547,4.73632,17.8619,8.51866,7.95522
chr11:5245807-5246008,621.919,11.1642,11.7376,21.346999999999998,52.1729,9.111939999999999,61.1244,38.051,26.5585,26.8744
chr11:5245845-5246046,668.049,10.7388,12.9664,19.9291,53.4017,9.39552,56.5871,37.7201,24.7152,27.5361
chr11:5245862-5246063,680.3710000000001,10.5808,13.2774,19.393,53.51,9.35821,53.8495,37.2388,23.6517,27.7127
chr11:5245870-5246071,684.58,10.5112,13.3769,19.1642,53.4801,9.30846,52.4565,36.9602,23.1144,27.7724
chr11:5246136-5246337,693.3589999999999,9.09577,18.9714,16.6629,42.943999999999996,15.790999999999999,23.6405,27.5224,18.9801,24.2811
chr11:5246137-5246338,692.674,9.0796,18.9863,16.6555,42.8321,15.800999999999998,23.6169,27.5025,19.0137,24.2512
chr11:5246142-5246343,689.248,8.99876,19.0609,16.6182,42.2724,15.8507,23.4988,27.403000000000002,19.1816,24.101999999999997
chr11:5246144-5246345,687.877,8.96642,19.0908,16.6032,42.0485,15.8706,23.4515,27.3632,19.2488,24.0423
chr11:5246146-5246347,686.5060000000001,8.93408,19.1206,16.5883,41.8246,15.8905,23.4042,27.3234,19.3159,23.9826
chr11:5246179-5246380,650.984,8.58458,18.4042,16.2276,37.3072,15.5597,22.8308,27.0311,20.3532,22.99
chr11:5246180-5246381,649.866,8.57463,18.3781,16.2164,37.1679,15.5473,22.8147,27.0236,20.3843,22.9602
chr11:5246193-5246394,635.33,8.445269999999999,18.0386,16.0709,35.357,15.3856,22.6045,26.9266,20.7886,22.5721
chr11:5246194-5246395,634.211,8.435319999999999,18.0124,16.0597,35.2177,15.3731,22.5883,26.9192,20.8197,22.5423
chr11:5246214-5246415,607.754,8.47264,17.1965,15.6493,32.5759,14.9291,22.3507,26.9167,21.194000000000003,21.9925
chr11:5246796-5246997,641.011,15.6468,37.3072,44.0124,40.49,5.194030000000001,40.4975,36.3731,21.9963,21.7649
chr11:5246801-5247002,651.066,15.6318,38.0211,44.4813,40.5398,5.25622,40.8818,36.3682,22.0261,21.944000000000003
chr11:5246805-5247006,654.643,15.6468,38.3495,44.6704,40.5,5.28109,41.0958,36.3483,22.0759,22.1132
chr11:5246806-5247007,655.5369999999999,15.6505,38.4316,44.7177,40.49,5.28731,41.1493,36.3433,22.0883,22.1555
chr11:5246808-5247009,657.326,15.658,38.5958,44.8122,40.4701,5.29975,41.2562,36.3333,22.1132,22.24
chr11:5246859-5247060,685.012,15.8221,41.4428,46.3246,39.7836,5.58333,43.5522,36.0659,22.8321,24.2662
chr11:5246863-5247064,681.0419999999999,15.8271,41.208999999999996,46.1356,39.6692,5.59328,43.5821,36.041,22.9167,24.3806
chr11:5246866-5247067,678.065,15.8308,41.0336,45.9938,39.5833,5.60075,43.6045,36.0224,22.9801,24.4664
chr11:5246870-5247071,674.095,15.8358,40.7998,45.8047,39.4689,5.6107,43.6343,35.9975,23.0647,24.5808
chr11:5248267-5248468,2250.32,16.8694,32.9639,21.9453,41.2363,8.98134,51.8955,94.1318,24.8607,31.8557
chr11:5248298-5248499,2112.86,16.0983,31.0361,21.2127,37.5734,9.05846,50.7388,92.8209,24.051,29.1953
chr11:5248336-5248537,1821.19,15.199000000000002,27.6045,19.2201,34.342,8.78483,47.9055,86.0734,23.7699,26.1468
chr11:5248337-5248538,1813.42,15.1754,27.5137,19.1667,34.2587,8.77736,47.8296,85.8905,23.7637,26.0672
chr11:5248356-5248557,1652.41,14.8022,25.7027,18.0908,32.8445,8.58333,46.2848,81.8072,23.6032,24.5249
chr11:5249050-5249251,102.396,7.008710000000001,4.99254,10.806,16.5796,5.68905,29.0435,20.2512,12.0547,5.99254
chr11:5249052-5249253,102.182,7.04104,4.97015,10.8209,16.6393,5.70896,29.0435,20.296,12.0348,5.97015
chr11:5249062-5249263,101.11200000000001,7.2027399999999995,4.85821,10.8955,16.9378,5.80846,29.0435,20.5199,11.9353,5.85821
chr11:5255777-5255978,409.30199999999996,22.0933,12.3271,36.4415,14.5734,41.5684,163.279,15.6294,24.8905,24.0684
chr11:5255868-5256069,273.394,17.5025,9.52985,39.4204,14.3532,37.9154,158.847,17.1343,23.2264,20.6132
chr11:5263359-5263560,69.8943,7.10323,6.4005,8.12687,13.8557,11.3582,15.0224,6.2699,13.4291,8.842039999999999
chr11:5263361-5263562,70.1754,7.12562,6.44527,8.16667,13.8383,11.3408,15.0796,6.29975,13.4813,8.87438
chr11:5263366-5263567,70.8781,7.181589999999999,6.55721,8.266169999999999,13.7948,11.2973,15.2226,6.37438,13.6119,8.955219999999999
chr11:5263367-5263568,71.0187,7.19279,6.5796,8.28607,13.7861,11.2886,15.2512,6.3893,13.6381,8.97139
chr11:5263405-5263606,75.7948,7.56716,7.37935,8.98259,13.4453,11.0025,16.2823,6.98756,14.4751,9.57463
chr11:5263406-5263607,75.8296,7.568410000000001,7.391789999999999,8.99129,13.4353,11.0025,16.2998,7.007460000000001,14.4726,9.58831
chr11:5263413-5263614,76.0734,7.57711,7.478860000000001,9.05224,13.3657,11.0025,16.4216,7.14677,14.4552,9.68408
chr11:5263415-5263616,76.143,7.5796,7.50373,9.06965,13.3458,11.0025,16.4565,7.18657,14.4502,9.71144
chr11:5263441-5263642,77.0485,7.61194,7.82711,9.29602,13.0871,11.0025,16.9092,7.7039800000000005,14.3856,10.0672
chr11:5263442-5263643,77.0833,7.613180000000001,7.83955,9.304730000000001,13.0771,11.0025,16.9266,7.72388,14.3831,10.0808
chr11:5263498-5263699,73.0945,7.3818399999999995,7.81095,9.25,13.0585,10.8756,16.8731,8.59826,12.9167,10.0622
chr11:5263510-5263711,70.8918,7.254980000000001,7.594530000000001,9.11443,12.9701,10.7923,16.5883,8.66045,12.4925,9.91169
chr11:5263521-5263722,68.7575,7.1318399999999995,7.37562,8.97761,12.8744,10.7102,16.301,8.70149,12.0958,9.76119
chr11:5263524-5263725,68.1754,7.098260000000001,7.315919999999999,8.9403,12.8483,10.6878,16.2226,8.71269,11.9876,9.72015
chr11:5264240-5264441,71.1667,3.45771,4.7960199999999995,4.386819999999999,11.3346,33.7624,2.27736,8.03234,7.52239,5.20896
chr11:5264275-5264476,83.7512,4.01119,5.31343,4.344530000000001,11.9776,34.7861,2.47637,8.597010000000001,7.43284,5.0908
chr11:5264284-5264485,86.6953,4.16791,5.42537,4.33333,12.1455,34.8308,2.5547299999999997,8.72015,7.38806,5.0572099999999995
chr11:5264311-5264512,92.84200000000001,4.699,5.56095,4.386819999999999,12.5498,34.092,2.84826,8.97761,7.226369999999999,4.89801
chr11:5264321-5264522,93.75,4.92289,5.51119,4.449,12.6493,33.3831,2.98507,9.01493,7.151739999999999,4.81095
chr11:5264661-5264862,92.1244,6.25871,4.2251199999999995,5.0572099999999995,16.0336,25.7998,4.38433,10.0361,5.08955,2.59328
chr11:5264705-5264906,106.64200000000001,6.78483,3.89055,4.58582,16.9851,24.9005,3.95149,9.398010000000001,5.4602,3.6554699999999998
chr11:5265017-5265218,52.898,5.65672,2.28483,5.87065,10.6729,11.5174,3.5522400000000003,3.3233800000000002,8.14925,4.08333
chr11:5265029-5265230,48.8085,5.50746,2.18035,5.82587,10.449000000000002,11.2786,3.67164,3.4129400000000003,8.16418,4.00871
chr11:5265061-5265262,38.6405,5.0908,1.9564700000000002,5.66294,9.9801,10.4216,3.99005,3.7537300000000005,8.32338,3.90423
chr11:5265068-5265269,36.7512,4.995019999999999,1.93035,5.6107,9.92786,10.1517,4.0597,3.86692,8.40174,3.92164
chr11:5265069-5265270,36.4813,4.98134,1.92662,5.60323,9.9204,10.1132,4.06965,3.88308,8.412939999999999,3.9241300000000003
chr11:5265072-5265273,35.6716,4.9403,1.9154200000000001,5.58085,9.898010000000001,9.99751,4.0995,3.9315900000000004,8.44652,3.9315900000000004
chr11:5265867-5266068,470.3,6.15796,18.6679,25.6045,17.99,7.527360000000001,52.9714,25.3968,20.3905,19.2338
chr11:5265868-5266069,473.825,6.16667,18.7637,25.6604,17.9789,7.5435300000000005,53.1517,25.4341,20.4664,19.3147
chr11:5265870-5266071,480.874,6.184080000000001,18.9552,25.7724,17.9565,7.57587,53.5124,25.5087,20.6182,19.4764
chr11:5265873-5266074,491.449,6.2102,19.2425,25.9403,17.9229,7.62438,54.0535,25.6206,20.8458,19.7189
chr11:5265875-5266076,498.499,6.227609999999999,19.4341,26.0522,17.9005,7.65672,54.4142,25.6953,20.9975,19.8806
chr11:5265909-5266110,606.002,6.645519999999999,21.9701,27.842,17.4838,7.96891,59.8769,26.6132,23.2276,22.5137
chr11:5265955-5266156,694.7280000000001,7.6330800000000005,22.4415,29.7289,16.7786,7.43657,64.3532,26.4689,24.7102,25.3918
chr11:5265965-5266166,693.3969999999999,7.8694,21.8321,30.0274,16.6045,7.113180000000001,64.5896,26.2077,24.5609,25.6654
chr11:5265967-5266168,693.1310000000001,7.91667,21.7102,30.0871,16.5697,7.04851,64.6368,26.1555,24.5311,25.7201
chr11:5266409-5266610,19.8669,3.87811,3.9875599999999998,13.652999999999999,13.3943,5.48383,9.08955,11.3918,8.65174,5.184080000000001
chr11:5266410-5266611,19.8993,3.87189,3.9863199999999996,13.642999999999999,13.3831,5.48881,9.06592,11.392999999999999,8.61567,5.16418
chr11:5266411-5266612,19.9316,3.8656699999999997,3.98507,13.6331,13.3719,5.49378,9.04229,11.3943,8.5796,5.14428
chr11:5266457-5266658,21.2873,3.59826,3.89925,13.1219,12.8507,5.70771,8.0,11.4739,6.94279,4.23134
chr11:5296377-5296578,9.243780000000001,10.8408,2.21144,7.504980000000001,11.4204,4.5796,3.5310900000000003,14.6219,11.6505,6.22015
chr11:5296426-5296627,11.6667,12.7525,2.60075,8.24254,12.7836,4.74627,4.34328,15.9204,13.5361,8.15547
chr11:5296437-5296638,12.2002,13.2177,2.66915,8.4204,13.2077,4.74627,4.56219,16.2488,14.0149,8.60697
chr11:5297062-5297263,959.529,20.3905,52.8694,73.2624,46.0174,12.0535,187.545,81.3744,46.0609,67.8781
chr11:5297068-5297269,986.581,20.7562,54.1978,73.8818,46.0398,12.4042,188.358,81.4789,46.6057,67.8035
chr11:5297070-5297271,995.5980000000001,20.8781,54.6405,74.0883,46.0473,12.5211,188.62900000000002,81.5137,46.7873,67.7786
chr11:5297071-5297272,1000.11,20.9391,54.8619,74.1915,46.051,12.5796,188.765,81.5311,46.8781,67.7662
chr11:5297072-5297273,1004.62,21.0,55.0833,74.2948,46.0547,12.6381,188.9,81.5485,46.9689,67.7537
chr11:5297173-5297374,1126.49,24.551,57.9366,71.6443,39.3271,16.602,170.988,73.7898,47.7811,59.1194
chr11:5297174-5297375,1123.55,24.5485,57.7438,71.4801,39.209,16.6045,170.483,73.6256,47.7015,58.9639
chr11:5301901-5302102,1448.07,23.2935,131.499,76.2152,65.4478,138.335,126.37100000000001,530.93,193.16,142.56
chr11:5302374-5302575,46.24,8.35821,3.5398,10.1692,16.6144,14.6953,5.8072099999999995,30.7276,16.1542,9.167910000000001
chr11:5302383-5302584,44.3595,8.10075,3.43905,10.046,16.2898,14.6505,5.48259,28.9478,15.6841,8.67537
chr11:5302394-5302595,42.0609,7.78607,3.3159199999999998,9.89552,15.892999999999999,14.5958,5.08582,26.7724,15.1095,8.07338
chr11:5302419-5302620,37.1828,7.16418,3.07836,9.81592,15.2985,14.7002,4.51244,23.5734,13.9353,7.24378
chr11:5302420-5302621,36.995,7.14055,3.06965,9.81592,15.2786,14.7077,4.49378,23.4677,13.8905,7.21766
chr11:5302421-5302622,36.8072,7.1169199999999995,3.06095,9.81592,15.2587,14.7152,4.4751199999999995,23.3619,13.8458,7.19154
chr11:5302422-5302623,36.6194,7.09328,3.0522400000000003,9.81592,15.2388,14.7226,4.4564699999999995,23.2562,13.800999999999998,7.16542
chr11:5302455-5302656,30.4415,6.41791,2.74627,9.842039999999999,14.5709,14.8085,3.8893,20.0373,12.3246,6.39677
chr11:5302458-5302659,29.908,6.40299,2.7126900000000003,9.85697,14.5075,14.745,3.8631800000000003,19.8843,12.1978,6.37438
chr11:5302460-5302661,29.5522,6.39303,2.6903,9.86692,14.4652,14.7027,3.84577,19.7823,12.1132,6.35945
chr11:5302461-5302662,29.3744,6.38806,2.6791,9.871889999999999,14.444,14.6816,3.8370599999999997,19.7313,12.0709,6.35199
chr11:5302469-5302670,27.9515,6.34826,2.58955,9.91169,14.2749,14.5124,3.76741,19.3234,11.7326,6.29229
chr11:5305217-5305418,17.5659,8.24129,0.893035,9.26493,16.1617,5.28607,6.051,16.7102,12.2326,9.27736
chr11:5305268-5305469,22.2736,9.01866,0.813433,11.1828,18.4254,4.98259,6.9005,18.1978,12.5087,9.83333
chr11:5305304-5305505,26.8756,9.39677,0.8258709999999999,12.3358,20.5771,5.01119,7.7748800000000005,19.2351,12.6928,9.92164
chr11:5305305-5305506,27.0833,9.40174,0.828358,12.3557,20.6592,5.02612,7.818410000000001,19.2711,12.7065,9.93035
chr11:5305306-5305507,27.291,9.40672,0.8308459999999999,12.3756,20.7413,5.04104,7.86194,19.3072,12.7201,9.93905
chr11:5305307-5305508,27.4988,9.41169,0.833333,12.3955,20.8234,5.055969999999999,7.905469999999999,19.3433,12.7338,9.94776
